epoch,i,reward,x_movement,success,iterations,time
288,28019,159.0,180,0,23,4
289,28155,155.0,176,0,25,4
290,28210,170.0,191,0,20,3
291,28251,271.0,294,0,31,6
292,28315,161.0,182,0,23,4
293,28356,272.0,295,0,32,6
294,28383,493.0,521,0,58,11
295,28431,168.0,189,0,20,4
296,28524,276.0,299,0,29,5
297,28778,170.0,191,0,20,3
298,28823,170.0,191,0,20,3
299,29035,169.0,189,0,20,3
300,29094,166.0,186,0,21,4
301,29139,839.0,891,0,172,34
302,29211,170.0,191,0,20,3
303,29272,170.0,191,0,20,3
304,29304,170.0,191,0,20,3
305,29379,169.0,190,0,20,4
306,29411,163.0,185,0,23,4
307,30486,161.0,183,0,22,4
308,30510,-24.0,9,0,91,18
309,30644,156.0,178,0,24,4
310,30708,374.0,407,0,86,17
311,30758,110.0,136,0,41,8
312,30790,261.0,289,0,56,11
313,31748,267.0,290,0,35,7
314,31799,154.0,176,0,24,4
315,31844,160.0,182,0,23,4
316,31892,156.0,178,0,23,4
317,31963,160.0,182,0,23,4
318,32021,-28.0,5,0,93,18
319,32215,158.0,179,0,23,4
320,32273,169.0,189,0,20,3
321,32355,853.0,894,0,120,23
322,32401,191.0,506,0,1505,300
323,32857,170.0,191,0,20,3
324,33008,191.0,506,0,1505,300
325,33062,163.0,184,0,23,4
326,33106,162.0,184,0,22,4
327,33382,837.0,880,0,138,27
328,33414,158.0,180,0,23,4
329,33451,158.0,180,0,24,4
330,33510,170.0,191,0,20,3
331,33679,155.0,176,0,24,4
332,33738,268.0,293,0,38,7
333,33791,272.0,296,0,33,6
334,33895,156.0,178,0,23,4
335,33931,156.0,178,0,24,4
336,34022,156.0,178,0,23,4
337,34060,271.0,295,0,35,7
338,34178,157.0,179,0,23,4
339,34229,158.0,180,0,23,4
340,34257,156.0,178,0,23,4
341,34375,156.0,177,0,24,4
342,34416,157.0,179,0,24,4
343,34464,247.0,287,0,110,22
344,34549,487.0,521,0,82,16
345,34613,507.0,536,0,58,11
346,34662,145.0,167,0,28,5
347,34754,156.0,178,0,23,4
348,34777,156.0,178,0,23,4
349,34835,160.0,182,0,23,4
350,34888,-33.0,0,0,95,18
351,34927,158.0,180,0,24,4
352,34953,276.0,300,0,33,6
353,35000,149.0,172,0,28,5
354,35038,162.0,184,0,23,4
355,37043,162.0,183,0,22,4
356,37092,170.0,191,0,20,3
357,37119,164.0,186,0,22,4
358,37285,169.0,189,0,20,3
359,37313,162.0,183,0,23,4
360,37428,158.0,180,0,23,4
361,37463,162.0,184,0,23,4
362,38050,267.0,289,0,32,6
363,38111,159.0,181,0,25,4
364,38165,158.0,180,0,23,4
365,38207,491.0,519,0,52,10
366,38257,164.0,186,0,22,4
367,38316,160.0,182,0,23,4
368,38338,158.0,180,0,23,4
369,38397,154.0,177,0,26,5
370,38445,170.0,191,0,20,3
371,38492,490.0,518,0,65,12
372,38691,158.0,180,0,23,4
373,38724,156.0,178,0,23,4
374,38777,154.0,177,0,26,5
375,38803,154.0,177,0,26,5
376,38872,860.0,900,0,113,22
377,38913,191.0,506,0,1505,300
378,38958,156.0,178,0,23,4
379,39059,162.0,184,0,22,4
380,39131,153.0,176,0,26,5
381,39277,505.0,533,0,54,10
382,39336,162.0,184,0,23,4
383,39406,162.0,184,0,23,4
384,41411,35.0,65,0,69,13
385,41439,452.0,506,0,196,39
386,41508,162.0,184,0,23,4
387,41548,162.0,184,0,23,4
388,41741,855.0,898,0,126,25
389,41774,-33.0,0,0,95,18
390,41835,159.0,180,0,23,4
391,41953,162.0,184,0,23,4
392,42010,156.0,178,0,23,4
393,42048,35.0,65,0,69,13
394,42196,162.0,184,0,23,4
395,42232,149.0,172,0,27,5
396,42290,159.0,181,0,24,4
397,42343,162.0,184,0,23,4
398,42385,273.0,297,0,34,6
399,42495,146.0,169,0,27,5
400,42513,144.0,167,0,28,5
401,42556,153.0,176,0,27,5
402,42609,147.0,170,0,27,5
403,42660,148.0,171,0,27,5
404,42728,162.0,184,0,23,4
405,42776,162.0,184,0,23,4
406,42824,161.0,183,0,23,4
407,42870,162.0,184,0,23,4
408,43015,162.0,184,0,23,4
409,43047,147.0,168,0,28,5
410,43102,156.0,178,0,23,4
411,43144,161.0,183,0,23,4
412,43203,156.0,178,0,24,4
413,43882,162.0,184,0,23,4
414,43929,162.0,184,0,23,4
415,43950,162.0,184,0,23,4
416,44017,160.0,182,0,23,4
417,44117,160.0,182,0,23,4
418,44164,420.0,447,0,50,10
419,45090,148.0,171,0,27,5
420,45132,154.0,177,0,26,5
421,45161,191.0,506,0,1505,300
422,45241,148.0,170,0,28,5
423,45423,149.0,172,0,28,5
424,45529,145.0,168,0,27,5
425,45571,162.0,184,0,23,4
426,45633,71.0,97,0,56,11
427,45663,158.0,180,0,23,4
428,45834,860.0,898,0,103,20
429,45908,406.0,434,0,55,11
430,45964,469.0,506,0,111,22
431,46021,161.0,183,0,23,4
432,46080,162.0,184,0,23,4
433,46127,191.0,506,0,1505,300
434,46191,114.0,140,0,40,8
435,46247,416.0,443,0,53,10
436,46317,162.0,184,0,23,4
437,46344,162.0,184,0,23,4
438,46402,161.0,183,0,23,4
439,46959,152.0,175,0,26,5
440,46993,147.0,170,0,28,5
441,47043,147.0,169,0,28,5
442,47074,500.0,528,0,54,10
443,47183,51.0,79,0,64,12
444,47348,424.0,450,0,50,9
445,47396,158.0,180,0,23,4
446,48019,422.0,448,0,49,9
447,48286,162.0,184,0,23,4
448,48344,149.0,172,0,26,5
449,49480,162.0,184,0,23,4
450,49524,469.0,506,0,111,22
451,49562,469.0,506,0,111,22
452,49623,158.0,180,0,23,4
453,49673,469.0,506,0,111,22
454,49746,162.0,184,0,23,4
455,49802,162.0,184,0,23,4
456,49864,30.0,61,0,70,14
457,49911,78.0,106,0,53,10
458,50123,158.0,180,0,23,4
459,50316,162.0,184,0,23,4
460,50348,162.0,184,0,23,4
461,50384,156.0,178,0,23,4
462,50462,389.0,419,0,62,12
463,50501,377.0,414,0,96,19
464,50552,359.0,398,0,110,22
465,50677,162.0,184,0,23,4
466,50726,161.0,183,0,24,4
467,50767,498.0,526,0,53,10
468,50803,162.0,184,0,23,4
469,51425,162.0,184,0,23,4
470,51484,500.0,528,0,54,10
471,51559,158.0,180,0,23,4
472,51631,505.0,533,0,54,10
473,51757,162.0,184,0,23,4
474,51825,153.0,175,0,26,5
475,51852,274.0,298,0,34,6
476,51891,151.0,174,0,25,5
477,51938,492.0,519,0,58,11
478,52139,162.0,184,0,23,4
479,52188,159.0,181,0,24,4
480,52278,159.0,181,0,24,4
481,52311,162.0,184,0,23,4
482,52419,162.0,184,0,23,4
483,53475,271.0,295,0,34,6
484,53571,150.0,173,0,27,5
485,53591,149.0,172,0,27,5
486,53638,149.0,172,0,27,5
487,53682,149.0,171,0,26,5
488,53712,155.0,176,0,24,4
489,53817,263.0,289,0,45,8
490,53867,269.0,293,0,35,6
491,53916,267.0,291,0,35,6
492,53958,17.0,47,0,76,15
493,54848,156.0,178,0,25,4
494,54880,162.0,184,0,23,4
495,54967,491.0,519,0,61,12
496,55125,162.0,184,0,23,4
497,57130,157.0,179,0,23,4
498,57172,147.0,170,0,27,5
499,57204,154.0,176,0,24,4
500,57264,122.0,146,0,37,7
501,57350,160.0,181,0,24,4
502,57377,162.0,184,0,23,4
503,57430,154.0,177,0,26,5
504,57486,430.0,457,0,49,9
505,57536,156.0,178,0,24,4
506,57612,149.0,171,0,27,5
507,57663,138.0,160,0,31,6
508,57694,191.0,506,0,1505,300
509,57729,156.0,178,0,24,4
510,57801,79.0,107,0,52,10
511,58322,371.0,403,0,84,16
512,59056,139.0,163,0,32,6
513,59110,145.0,168,0,27,5
514,59231,149.0,171,0,27,5
515,59285,425.0,451,0,48,9
516,59453,469.0,506,0,111,22
517,59488,52.0,82,0,63,12
518,59523,78.0,106,0,52,10
519,59577,77.0,104,0,53,10
520,59622,490.0,518,0,58,11
521,59668,273.0,297,0,34,6
522,59737,149.0,172,0,27,5
523,59938,151.0,172,0,27,5
524,59986,162.0,184,0,23,4
525,60066,260.0,293,0,84,16
526,60238,275.0,300,0,36,7
527,60278,425.0,451,0,48,9
528,60348,91.0,118,0,48,9
529,60477,425.0,451,0,48,9
530,60504,156.0,179,0,25,5
531,60545,191.0,506,0,1505,300
532,60573,77.0,104,0,54,10
533,60625,159.0,181,0,24,4
534,60689,151.0,174,0,25,5
535,60794,158.0,180,0,23,4
536,60823,146.0,169,0,28,5
537,60847,469.0,506,0,112,22
538,60989,277.0,301,0,33,6
539,61070,259.0,286,0,46,9
540,61113,269.0,293,0,35,7
541,61147,149.0,171,0,27,5
542,61174,149.0,171,0,27,5
543,61205,153.0,176,0,26,5
544,61378,155.0,176,0,25,4
545,61469,191.0,506,0,1505,300
546,61502,579.0,609,0,69,13
547,61640,87.0,114,0,51,10
548,63259,588.0,618,0,60,12
549,63288,271.0,295,0,33,6
550,63352,159.0,181,0,24,4
551,63381,150.0,173,0,27,5
552,63428,276.0,300,0,33,6
553,63450,162.0,184,0,23,4
554,63520,155.0,178,0,26,5
555,63558,469.0,506,0,111,22
556,63620,160.0,182,0,23,4
557,63771,270.0,294,0,34,6
558,63838,162.0,184,0,23,4
559,63882,469.0,506,0,111,22
560,63995,191.0,506,0,1505,300
561,64024,471.0,506,0,104,20
562,64094,156.0,177,0,24,4
563,64152,427.0,454,0,49,9
564,64194,156.0,179,0,25,5
565,64241,162.0,184,0,23,4
566,64302,315.0,340,0,36,7
567,64350,162.0,184,0,23,4
568,64571,589.0,617,0,59,11
569,64667,150.0,173,0,27,5
570,64714,258.0,284,0,41,8
571,64751,414.0,441,0,55,10
572,64816,469.0,506,0,111,22
573,64878,418.0,445,0,54,10
574,64949,470.0,506,0,109,21
575,64973,158.0,180,0,23,4
576,65289,162.0,184,0,23,4
577,65340,158.0,180,0,23,4
578,65389,162.0,184,0,23,4
579,65548,147.0,170,0,29,5
580,65593,162.0,184,0,23,4
581,65638,272.0,296,0,32,6
582,66085,276.0,300,0,33,6
583,66141,587.0,617,0,61,12
584,66167,272.0,297,0,35,7
585,66789,260.0,286,0,43,8
586,66819,427.0,454,0,48,9
587,66866,506.0,535,0,57,11
588,66925,468.0,506,0,119,23
589,67031,130.0,153,0,34,6
590,67097,469.0,506,0,111,22
591,67138,162.0,184,0,23,4
592,67235,162.0,184,0,23,4
593,67261,191.0,506,0,1505,300
594,67300,158.0,178,0,23,4
595,67381,163.0,184,0,23,4
596,67424,157.0,178,0,25,4
597,67479,274.0,298,0,34,6
598,67554,151.0,174,0,25,5
599,67603,162.0,184,0,23,4
600,67645,269.0,293,0,33,6
601,67706,274.0,298,0,32,6
602,67741,421.0,447,0,50,9
603,67786,271.0,293,0,34,6
604,67836,295.0,320,0,36,7
605,67885,159.0,181,0,24,4
606,68037,160.0,182,0,23,4
607,68076,162.0,184,0,23,4
608,68128,268.0,291,0,35,6
609,68160,273.0,297,0,34,6
610,68218,151.0,174,0,27,5
611,68867,155.0,177,0,24,4
612,68900,145.0,167,0,28,5
613,69045,162.0,184,0,23,4
614,69097,297.0,321,0,35,6
615,69118,162.0,184,0,23,4
616,69168,505.0,533,0,54,10
617,69208,505.0,533,0,54,10
618,69378,162.0,184,0,23,4
619,69535,270.0,294,0,35,6
620,69568,162.0,184,0,23,4
621,69614,158.0,179,0,23,4
622,69717,147.0,168,0,28,5
623,69772,191.0,506,0,1505,300
624,69817,156.0,179,0,25,5
625,69863,260.0,286,0,45,9
626,69911,147.0,168,0,28,5
627,70009,138.0,161,0,32,6
628,70049,162.0,184,0,23,4
629,70116,588.0,618,0,62,12
630,70575,144.0,166,0,28,5
631,70608,155.0,178,0,26,5
632,70633,165.0,187,0,22,4
633,70960,162.0,184,0,23,4
634,70986,420.0,447,0,51,10
635,71034,469.0,506,0,111,22
636,71143,501.0,529,0,54,10
637,71187,191.0,506,0,1505,300
638,71222,272.0,296,0,34,6
639,71320,162.0,184,0,23,4
640,71363,276.0,300,0,34,6
641,71606,470.0,506,0,109,21
642,71826,151.0,174,0,26,5
643,71887,469.0,506,0,111,22
644,71969,191.0,506,0,1505,300
645,72001,586.0,615,0,61,12
646,72066,156.0,178,0,25,4
647,72114,159.0,181,0,24,4
648,72167,162.0,184,0,23,4
649,72193,159.0,181,0,24,4
650,72263,269.0,294,0,38,7
651,72301,159.0,181,0,24,4
652,72374,160.0,182,0,24,4
653,72465,158.0,180,0,23,4
654,72515,159.0,181,0,24,4
655,72565,505.0,533,0,54,10
656,72630,162.0,184,0,23,4
657,72658,162.0,184,0,23,4
658,72689,162.0,184,0,23,4
659,72773,267.0,292,0,36,7
660,72816,162.0,184,0,23,4
661,72869,470.0,506,0,109,21
662,72924,159.0,181,0,24,4
663,72968,159.0,181,0,24,4
664,73008,158.0,180,0,23,4
665,73243,469.0,506,0,111,22
666,73283,162.0,184,0,23,4
667,73342,160.0,182,0,24,4
668,73390,150.0,173,0,25,5
669,73440,148.0,169,0,28,5
670,73530,148.0,170,0,27,5
671,73559,158.0,180,0,24,4
672,73596,160.0,182,0,23,4
673,73675,159.0,181,0,23,4
674,73737,157.0,179,0,25,4
675,73777,85.0,110,0,51,10
676,73809,191.0,506,0,1505,300
677,74055,162.0,184,0,23,4
678,74082,191.0,506,0,1505,300
679,74194,587.0,617,0,62,12
680,74271,273.0,297,0,32,6
681,74335,273.0,297,0,32,6
682,74367,162.0,184,0,23,4
683,74390,191.0,506,0,1505,300
684,74905,274.0,298,0,32,6
685,74963,274.0,298,0,32,6
686,75035,191.0,506,0,1505,300
687,75081,191.0,506,0,1505,300
688,75142,191.0,506,0,1505,300
689,75186,490.0,518,0,55,11
690,75207,469.0,506,0,111,22
691,75253,497.0,525,0,51,10
692,75319,157.0,179,0,25,4
693,75362,161.0,183,0,24,4
694,75396,429.0,456,0,48,9
695,75525,155.0,178,0,26,5
696,75584,162.0,184,0,23,4
697,75608,162.0,184,0,23,4
698,75656,274.0,298,0,32,6
699,75698,162.0,184,0,23,4
700,75731,272.0,296,0,33,6
701,75778,272.0,296,0,33,6
702,75934,492.0,520,0,60,11
703,75977,161.0,183,0,23,4
704,76028,469.0,506,0,111,22
705,76084,469.0,506,0,111,22
706,76140,162.0,184,0,23,4
707,76394,162.0,184,0,23,4
708,76433,162.0,184,0,23,4
709,76500,149.0,170,0,27,5
710,76565,469.0,506,0,111,22
711,76592,469.0,506,0,111,22
712,76630,191.0,506,0,1505,300
713,76655,158.0,180,0,23,4
714,76775,152.0,175,0,26,5
715,76826,151.0,174,0,25,5
716,76927,162.0,184,0,23,4
717,76984,191.0,506,0,1505,300
718,77090,152.0,175,0,25,5
719,77262,469.0,506,0,111,22
720,78765,191.0,506,0,1505,300
721,78805,860.0,899,0,106,21
722,78842,422.0,449,0,50,9
723,78901,290.0,315,0,37,7
724,78922,158.0,180,0,23,4
725,78958,159.0,181,0,24,4
726,79116,860.0,900,0,115,22
727,79187,158.0,180,0,23,4
728,79236,158.0,180,0,23,4
729,79326,162.0,184,0,23,4
730,79398,159.0,181,0,24,4
731,79432,469.0,506,0,111,22
732,79654,154.0,175,0,25,4
733,79751,295.0,320,0,36,7
734,79782,495.0,523,0,54,10
735,79828,270.0,293,0,39,7
736,80260,159.0,181,0,24,4
737,80328,469.0,506,0,112,22
738,80435,153.0,176,0,26,5
739,80487,156.0,178,0,24,4
740,80585,154.0,175,0,25,4
741,80615,469.0,506,0,111,22
742,80678,505.0,534,0,58,11
743,80742,191.0,506,0,1505,300
744,80825,154.0,176,0,24,4
745,81089,469.0,506,0,112,22
746,81267,509.0,538,0,55,11
747,81292,154.0,176,0,26,5
748,81325,469.0,506,0,111,22
749,81743,162.0,184,0,23,4
750,81795,264.0,291,0,47,9
751,81836,134.0,156,0,33,6
752,81870,152.0,174,0,25,5
753,82037,469.0,506,0,112,22
754,82103,149.0,172,0,27,5
755,82157,121.0,144,0,38,7
756,82204,151.0,174,0,26,5
757,82268,154.0,177,0,25,5
758,82314,268.0,297,0,59,11
759,82374,140.0,163,0,30,5
760,82475,161.0,183,0,23,4
761,83177,162.0,184,0,23,4
762,83195,162.0,184,0,23,4
763,83222,162.0,184,0,23,4
764,83274,140.0,164,0,31,6
765,83302,162.0,184,0,23,4
766,83385,151.0,173,0,27,5
767,83419,490.0,518,0,54,10
768,83453,152.0,174,0,26,5
769,83503,191.0,506,0,1505,300
770,83547,154.0,177,0,26,5
771,83595,160.0,181,0,23,4
772,83795,263.0,289,0,41,8
773,83828,161.0,183,0,23,4
774,83896,496.0,524,0,51,10
775,84116,469.0,506,0,111,22
776,84152,146.0,168,0,27,5
777,84201,146.0,168,0,27,5
778,84238,157.0,179,0,23,4
779,84273,145.0,166,0,28,5
780,84524,147.0,170,0,28,5
781,84655,148.0,170,0,28,5
782,84696,152.0,175,0,26,5
783,84719,145.0,166,0,28,5
784,84750,161.0,183,0,23,4
785,84799,161.0,183,0,23,4
786,84861,469.0,506,0,111,22
787,84881,159.0,180,0,23,4
788,85137,162.0,184,0,23,4
789,85187,469.0,506,0,111,22
790,85248,162.0,184,0,23,4
791,85293,165.0,187,0,21,4
792,85343,493.0,521,0,53,10
793,85399,149.0,172,0,27,5
794,85446,191.0,506,0,1505,300
795,85662,154.0,176,0,26,5
796,85766,469.0,506,0,111,22
797,85807,471.0,506,0,104,20
798,85854,139.0,162,0,30,6
799,86011,191.0,506,0,1505,300
800,86042,274.0,299,0,35,7
801,87877,138.0,161,0,31,6
802,87914,156.0,179,0,25,5
803,87974,162.0,184,0,23,4
804,88035,145.0,167,0,28,5
805,88312,162.0,184,0,23,4
806,88603,469.0,506,0,111,22
807,88664,148.0,169,0,28,5
808,88865,492.0,519,0,59,11
809,89253,159.0,180,0,23,4
810,89297,191.0,506,0,1505,300
811,89355,162.0,184,0,23,4
812,89403,191.0,506,0,1505,300
813,89435,274.0,298,0,32,6
814,89515,273.0,297,0,32,6
815,89579,159.0,180,0,23,4
816,89626,162.0,184,0,23,4
817,89672,157.0,179,0,23,4
