epoch,i,reward,x_movement,success,iterations,time
2755,294434,420.0,448,0,51,10
2756,294557,266.0,291,0,40,7
2757,294591,258.0,289,0,66,13
2758,294630,272.0,298,0,42,8
2759,294915,262.0,288,0,44,8
2760,295409,154.0,176,0,26,5
2761,295447,149.0,171,0,27,5
2762,295490,274.0,298,0,30,6
2763,295552,273.0,297,0,33,6
2764,295592,273.0,297,0,32,6
2765,295634,272.0,296,0,34,6
2766,295665,191.0,506,0,1505,300
2767,295736,191.0,506,0,1505,300
2768,295924,150.0,171,0,27,5
2769,295984,261.0,287,0,42,8
2770,296176,427.0,454,0,47,9
2771,296206,191.0,506,0,1505,300
2772,296256,162.0,182,0,23,4
2773,296276,471.0,506,0,104,20
2774,296393,152.0,174,0,26,5
2775,296414,154.0,175,0,25,4
2776,296449,191.0,506,0,1505,300
2777,296493,256.0,282,0,46,9
2778,296525,387.0,416,0,62,12
2779,296566,271.0,295,0,35,7
2780,296624,272.0,296,0,32,6
2781,296651,191.0,506,0,1505,300
2782,296956,163.0,185,0,21,4
2783,296982,276.0,300,0,32,6
2784,297036,274.0,298,0,33,6
2785,297074,266.0,299,0,79,15
2786,297149,162.0,182,0,22,4
2787,297266,153.0,175,0,26,5
2788,297299,154.0,175,0,25,4
2789,297338,191.0,506,0,1505,300
2790,297397,191.0,506,0,1505,300
2791,297462,259.0,285,0,41,8
2792,297521,156.0,177,0,25,4
2793,297560,191.0,506,0,1505,300
2794,297646,387.0,417,0,64,12
2795,297687,70.0,98,0,57,11
2796,297754,267.0,293,0,42,8
2797,297778,263.0,289,0,44,8
2798,297799,191.0,506,0,1505,300
2799,297936,47.0,75,0,65,13
2800,298008,272.0,296,0,35,6
2801,298047,273.0,297,0,34,6
2802,298118,147.0,168,0,28,5
2803,298209,265.0,291,0,44,8
2804,298303,191.0,506,0,1505,300
2805,298363,263.0,287,0,40,7
2806,298530,168.0,190,0,21,4
2807,298566,859.0,897,0,104,20
2808,298603,191.0,506,0,1505,300
2809,298649,152.0,174,0,27,5
2810,298696,267.0,293,0,41,8
2811,298735,200.0,515,0,1505,300
2812,298798,268.0,294,0,43,8
2813,298868,164.0,186,0,22,4
2814,299002,275.0,299,0,34,6
2815,299061,307.0,333,0,44,8
2816,299112,275.0,300,0,36,7
2817,299151,274.0,298,0,33,6
2818,299201,273.0,298,0,37,7
2819,299261,420.0,447,0,49,9
2820,299428,151.0,173,0,27,5
2821,299453,269.0,294,0,36,7
2822,299488,191.0,506,0,1505,300
2823,299545,266.0,292,0,43,8
2824,299619,124.0,147,0,36,7
2825,299650,405.0,433,0,55,11
2826,299672,385.0,414,0,64,12
2827,299841,148.0,170,0,27,5
2828,299912,272.0,296,0,34,6
2829,299966,191.0,506,0,1505,300
2830,300134,258.0,284,0,45,9
2831,300280,259.0,285,0,44,8
2832,300335,264.0,290,0,44,8
2833,300407,157.0,179,0,23,4
2834,300447,273.0,298,0,36,7
2835,300486,147.0,168,0,28,5
2836,300557,269.0,294,0,38,7
2837,300602,270.0,295,0,38,7
2838,300657,272.0,297,0,39,7
2839,300713,262.0,288,0,43,8
2840,300761,148.0,170,0,27,5
2841,300806,405.0,433,0,57,11
2842,301014,260.0,286,0,45,8
2843,301936,163.0,185,0,23,4
2844,302019,153.0,176,0,26,5
2845,302066,277.0,301,0,31,6
2846,302149,152.0,174,0,26,5
2847,302200,159.0,180,0,24,4
2848,302249,147.0,169,0,28,5
2849,302309,191.0,506,0,1505,300
2850,302529,423.0,449,0,50,9
2851,302592,147.0,168,0,28,5
2852,302631,422.0,448,0,49,9
2853,302681,155.0,176,0,24,4
2854,302748,264.0,290,0,44,8
2855,302838,262.0,288,0,43,8
2856,302885,263.0,289,0,44,8
2857,302926,426.0,453,0,47,9
2858,303049,853.0,898,0,138,27
2859,303087,147.0,168,0,28,5
2860,303115,147.0,168,0,28,5
2861,303161,466.0,506,0,125,25
2862,303212,266.0,292,0,43,8
2863,303239,490.0,520,0,69,13
2864,303284,147.0,168,0,28,5
2865,303689,262.0,288,0,43,8
2866,303722,405.0,433,0,55,11
2867,304116,142.0,163,0,30,5
2868,304389,191.0,506,0,1505,300
2869,304470,191.0,506,0,1505,300
2870,304492,411.0,438,0,54,10
2871,304529,377.0,412,0,88,17
2872,304655,411.0,438,0,54,10
2873,304690,76.0,103,0,55,10
2874,304728,65.0,92,0,58,11
2875,304773,65.0,92,0,58,11
2876,304832,274.0,300,0,41,8
2877,304986,191.0,506,0,1505,300
2878,305034,267.0,293,0,41,8
2879,305070,274.0,299,0,37,7
2880,305118,276.0,300,0,34,6
2881,305164,147.0,168,0,28,5
2882,305271,191.0,506,0,1505,300
2883,305390,146.0,168,0,28,5
2884,305533,276.0,300,0,35,6
2885,305587,425.0,451,0,48,9
2886,305633,139.0,162,0,30,6
2887,305662,380.0,409,0,65,13
2888,305701,191.0,506,0,1505,300
2889,306488,425.0,451,0,49,9
2890,306550,122.0,146,0,37,7
2891,306591,273.0,297,0,34,6
2892,306617,274.0,298,0,34,6
2893,306722,191.0,506,0,1505,300
2894,306760,191.0,506,0,1505,300
2895,306794,191.0,506,0,1505,300
2896,306832,191.0,506,0,1505,300
2897,306902,290.0,316,0,43,8
2898,306960,504.0,535,0,67,13
2899,307088,148.0,171,0,29,5
2900,307277,406.0,435,0,56,11
2901,307524,422.0,451,0,65,12
2902,308818,159.0,181,0,22,4
2903,308859,274.0,298,0,32,6
2904,308898,191.0,506,0,1505,300
2905,308926,314.0,339,0,37,7
2906,308997,274.0,299,0,36,7
2907,309176,275.0,299,0,31,6
2908,309282,191.0,506,0,1505,300
2909,309320,276.0,300,0,35,6
2910,309361,274.0,298,0,32,6
2911,309446,276.0,300,0,34,6
2912,309485,191.0,506,0,1505,300
2913,309546,493.0,520,0,49,9
2914,309617,165.0,187,0,22,4
2915,309833,191.0,506,0,1505,300
2916,310174,147.0,168,0,28,5
2917,310388,147.0,168,0,28,5
2918,310471,162.0,184,0,23,4
2919,310504,128.0,153,0,36,7
2920,310551,272.0,297,0,37,7
2921,310580,149.0,171,0,27,5
2922,310621,272.0,297,0,37,7
2923,310673,258.0,284,0,46,9
2924,310698,149.0,171,0,27,5
2925,310737,422.0,450,0,60,12
2926,310812,263.0,289,0,45,8
2927,310850,65.0,91,0,59,11
2928,310951,191.0,506,0,1505,300
2929,311013,272.0,296,0,32,6
2930,311166,94.0,118,0,47,9
2931,311189,116.0,139,0,39,7
2932,311233,159.0,180,0,24,4
2933,311361,313.0,337,0,36,7
2934,311409,140.0,163,0,31,6
2935,311446,500.0,528,0,52,10
2936,311542,161.0,181,0,23,4
2937,311565,191.0,506,0,1505,300
2938,312510,412.0,440,0,54,10
2939,312548,158.0,180,0,24,4
2940,312619,276.0,301,0,37,7
2941,312678,275.0,300,0,37,7
2942,312964,258.0,284,0,45,9
2943,312988,400.0,429,0,59,11
2944,313036,274.0,299,0,35,7
2945,313233,272.0,297,0,37,7
2946,313266,271.0,296,0,37,7
2947,313309,191.0,506,0,1505,300
2948,313333,268.0,293,0,40,7
2949,313429,150.0,172,0,27,5
2950,313451,191.0,506,0,1505,300
2951,313496,488.0,518,0,66,13
2952,313515,490.0,521,0,73,14
2953,313667,413.0,440,0,54,10
2954,313854,191.0,506,0,1505,300
2955,313927,191.0,506,0,1505,300
2956,314006,150.0,171,0,26,5
2957,314045,147.0,168,0,29,5
2958,314165,191.0,506,0,1505,300
2959,314228,258.0,284,0,45,9
2960,314258,262.0,289,0,48,9
2961,314292,280.0,306,0,46,9
2962,314338,494.0,524,0,74,14
2963,315222,146.0,168,0,28,5
2964,315270,264.0,290,0,44,8
2965,315331,401.0,431,0,63,12
2966,315381,293.0,317,0,34,6
2967,315427,191.0,506,0,1505,300
2968,315576,191.0,506,0,1505,300
2969,315625,161.0,183,0,21,4
2970,315696,191.0,506,0,1505,300
2971,315834,191.0,506,0,1505,300
2972,315880,158.0,179,0,24,4
2973,316031,465.0,506,0,131,26
2974,316069,191.0,506,0,1505,300
2975,316111,276.0,300,0,34,6
2976,316233,191.0,506,0,1505,300
2977,316268,407.0,437,0,67,13
2978,316416,273.0,299,0,45,8
2979,316442,271.0,297,0,41,8
2980,316470,163.0,185,0,23,4
2981,316518,191.0,506,0,1505,300
2982,316824,167.0,188,0,21,4
2983,316853,275.0,299,0,34,6
2984,316880,168.0,190,0,21,4
2985,316988,161.0,182,0,22,4
2986,317034,163.0,184,0,23,4
2987,317106,146.0,167,0,28,5
2988,317154,264.0,290,0,41,8
2989,317204,388.0,417,0,62,12
2990,317257,155.0,177,0,25,4
2991,317312,146.0,168,0,28,5
2992,317359,140.0,163,0,29,5
2993,317479,72.0,99,0,56,11
2994,317524,271.0,296,0,40,7
2995,317573,275.0,300,0,37,7
2996,317621,465.0,506,0,130,26
2997,317650,154.0,176,0,25,5
2998,317710,270.0,294,0,35,6
2999,317752,404.0,433,0,64,12
3000,317774,259.0,285,0,44,8
3001,317906,147.0,168,0,28,5
3002,317998,191.0,506,0,1505,300
3003,318039,196.0,511,0,1505,300
3004,318257,137.0,160,0,32,6
3005,318342,191.0,506,0,1505,300
3006,318404,162.0,184,0,23,4
3007,318450,146.0,168,0,28,5
3008,318479,269.0,294,0,37,7
3009,318523,162.0,184,0,23,4
3010,318570,162.0,184,0,23,4
3011,318610,430.0,456,0,48,9
3012,318683,156.0,177,0,24,4
3013,318720,261.0,287,0,45,8
3014,318745,414.0,441,0,54,10
3015,319170,271.0,296,0,36,7
3016,319220,260.0,287,0,46,9
3017,319245,120.0,145,0,37,7
3018,319283,424.0,452,0,52,10
3019,319337,269.0,294,0,39,7
3020,319403,412.0,440,0,52,10
3021,319477,271.0,296,0,38,7
3022,319625,412.0,440,0,52,10
3023,319791,146.0,168,0,28,5
3024,319826,148.0,170,0,27,5
3025,319871,158.0,179,0,25,4
3026,319916,191.0,506,0,1505,300
3027,319967,273.0,298,0,35,7
3028,319994,408.0,435,0,56,11
3029,320042,191.0,506,0,1505,300
3030,320068,424.0,452,0,51,10
3031,320150,147.0,168,0,27,5
3032,320168,275.0,300,0,35,7
3033,320724,146.0,168,0,29,5
3034,320858,417.0,447,0,64,12
3035,320885,260.0,287,0,45,9
3036,320969,159.0,180,0,23,4
3037,321011,158.0,179,0,24,4
3038,321456,157.0,178,0,24,4
3039,321497,156.0,177,0,24,4
3040,321568,161.0,182,0,22,4
3041,321617,357.0,395,0,109,21
3042,321826,159.0,180,0,23,4
3043,321871,191.0,506,0,1505,300
3044,322026,394.0,422,0,59,11
3045,322271,145.0,166,0,29,5
3046,322309,191.0,506,0,1505,300
3047,322358,265.0,290,0,42,8
3048,322405,467.0,506,0,122,24
3049,322479,155.0,177,0,24,4
3050,322526,263.0,289,0,44,8
3051,322580,269.0,295,0,42,8
3052,322631,271.0,296,0,39,7
3053,322669,272.0,297,0,36,7
3054,322756,147.0,168,0,28,5
3055,322792,191.0,506,0,1505,300
3056,322883,271.0,295,0,39,7
3057,323428,145.0,166,0,29,5
3058,323492,405.0,434,0,57,11
3059,323535,276.0,301,0,36,7
3060,323942,191.0,506,0,1505,300
3061,323982,147.0,168,0,28,5
3062,324022,147.0,168,0,28,5
3063,324049,191.0,506,0,1505,300
3064,324743,191.0,506,0,1505,300
3065,324809,159.0,179,0,23,4
3066,324849,160.0,181,0,24,4
3067,325099,191.0,506,0,1505,300
3068,325217,191.0,506,0,1505,300
3069,325252,140.0,163,0,31,6
3070,325287,146.0,167,0,28,5
3071,325328,273.0,297,0,33,6
3072,325374,271.0,295,0,34,6
3073,325596,191.0,506,0,1505,300
3074,325788,157.0,178,0,25,4
3075,325916,152.0,173,0,25,5
3076,325970,145.0,167,0,28,5
3077,326005,147.0,168,0,29,5
3078,326060,151.0,173,0,27,5
3079,326137,149.0,171,0,27,5
3080,326229,428.0,455,0,48,9
3081,326265,191.0,506,0,1505,300
3082,326311,-28.0,5,0,93,18
3083,326333,-1.0,30,0,83,16
3084,326361,418.0,446,0,53,10
3085,326396,145.0,167,0,28,5
3086,326576,191.0,506,0,1505,300
3087,326638,135.0,159,0,31,6
3088,326708,417.0,445,0,53,10
3089,326777,147.0,168,0,28,5
3090,327605,432.0,459,0,47,9
3091,327669,266.0,292,0,40,8
3092,327771,266.0,292,0,42,8
3093,327824,160.0,181,0,23,4
3094,327869,151.0,173,0,27,5
3095,327942,159.0,180,0,24,4
3096,328015,427.0,453,0,48,9
3097,328069,153.0,175,0,25,5
3098,328143,155.0,177,0,25,5
3099,328230,146.0,168,0,28,5
3100,328344,272.0,297,0,39,7
3101,328400,158.0,178,0,23,4
3102,328569,156.0,177,0,25,4
3103,328707,147.0,168,0,28,5
3104,328754,146.0,167,0,28,5
3105,328797,147.0,168,0,28,5
3106,328822,152.0,174,0,26,5
3107,328860,191.0,506,0,1505,300
3108,328905,159.0,181,0,25,4
3109,329042,492.0,519,0,52,10
3110,329074,490.0,518,0,51,10
3111,329745,263.0,287,0,40,7
3112,329792,155.0,175,0,25,4
3113,329817,268.0,293,0,37,7
3114,329892,130.0,152,0,34,6
3115,329926,263.0,290,0,50,10
3116,329966,270.0,295,0,38,7
3117,330000,275.0,299,0,34,6
3118,330142,274.0,298,0,32,6
3119,330182,401.0,429,0,57,11
3120,330219,264.0,289,0,43,8
3121,330248,270.0,294,0,36,7
3122,330304,271.0,296,0,37,7
3123,330851,273.0,297,0,33,6
3124,330995,271.0,296,0,36,7
3125,331036,274.0,299,0,36,7
3126,331241,150.0,172,0,27,5
3127,331288,143.0,165,0,30,5
3128,331313,129.0,152,0,35,6
3129,331352,706.0,738,0,84,16
3130,331382,405.0,434,0,56,11
3131,331454,271.0,296,0,37,7
3132,331506,273.0,298,0,36,7
3133,331568,191.0,506,0,1505,300
3134,331617,266.0,292,0,43,8
3135,331701,274.0,299,0,40,7
3136,331788,275.0,300,0,36,7
3137,331942,266.0,292,0,41,8
3138,331975,270.0,296,0,41,8
3139,332025,273.0,297,0,35,6
3140,332051,272.0,297,0,37,7
3141,332115,264.0,290,0,43,8
3142,332146,267.0,293,0,43,8
3143,332207,397.0,425,0,60,11
3144,332395,275.0,299,0,35,6
3145,332414,268.0,293,0,37,7
3146,332479,272.0,296,0,32,6
3147,332515,149.0,171,0,26,5
3148,332561,191.0,506,0,1505,300
3149,332613,421.0,448,0,50,10
3150,332734,150.0,172,0,26,5
3151,333071,161.0,183,0,22,4
3152,333111,147.0,168,0,28,5
3153,333168,145.0,166,0,29,5
3154,333216,422.0,448,0,49,9
3155,334465,161.0,183,0,23,4
3156,334511,416.0,444,0,53,10
3157,334563,418.0,444,0,52,10
3158,334603,157.0,177,0,24,4
3159,334673,488.0,520,0,76,15
3160,334722,191.0,506,0,1505,300
3161,334943,-33.0,0,0,95,18
3162,334982,271.0,296,0,39,7
3163,335086,468.0,506,0,116,23
3164,335109,191.0,506,0,1505,300
3165,335294,-33.0,0,0,95,18
3166,335503,-33.0,0,0,95,18
3167,335575,-33.0,0,0,95,18
3168,335893,492.0,522,0,65,12
3169,335926,136.0,159,0,32,6
3170,336002,-33.0,0,0,95,18
3171,336035,419.0,446,0,50,10
3172,336086,489.0,520,0,73,14
3173,336137,487.0,518,0,73,14
3174,336215,595.0,643,0,151,30
3175,336241,699.0,734,0,102,20
3176,336285,838.0,883,0,142,28
3177,336325,144.0,167,0,28,5
3178,336345,847.0,1162,0,1505,300
3179,336743,-33.0,0,0,95,18
3180,336778,-33.0,0,0,95,18
3181,336801,-25.0,8,0,91,18
3182,336919,103.0,127,0,45,8
3183,336960,132.0,155,0,33,6
3184,337000,191.0,506,0,1505,300
3185,337065,273.0,298,0,38,7
3186,338570,156.0,176,0,24,4
3187,338618,146.0,167,0,28,5
3188,338658,191.0,506,0,1505,300
3189,338699,151.0,173,0,27,5
3190,339216,425.0,452,0,49,9
3191,339236,425.0,452,0,48,9
3192,339396,154.0,176,0,26,5
3193,339445,989.0,1031,0,129,25
3194,339575,414.0,442,0,52,10
3195,339632,146.0,167,0,28,5
3196,339684,146.0,167,0,28,5
3197,339715,145.0,166,0,29,5
3198,339794,191.0,506,0,1505,300
3199,339869,130.0,153,0,33,6
3200,339951,698.0,734,0,105,21
3201,339988,398.0,427,0,57,11
3202,340685,490.0,520,0,68,13
3203,340725,736.0,781,0,146,29
3204,340750,273.0,297,0,31,6
3205,340807,191.0,506,0,1505,300
3206,340871,191.0,506,0,1505,300
3207,341057,163.0,184,0,23,4
3208,341092,191.0,506,0,1505,300
3209,341137,157.0,180,0,25,5
3210,341444,272.0,297,0,37,7
3211,341467,573.0,616,0,129,25
3212,341508,413.0,442,0,60,12
3213,341550,490.0,520,0,67,13
3214,341622,141.0,163,0,29,5
3215,341689,162.0,184,0,22,4
3216,341719,493.0,519,0,55,10
3217,341765,191.0,506,0,1505,300
3218,341831,274.0,298,0,34,6
3219,341869,491.0,518,0,57,11
3220,341913,191.0,506,0,1505,300
3221,341934,276.0,300,0,31,6
3222,341976,156.0,178,0,24,4
3223,342057,275.0,299,0,33,6
3224,342085,275.0,299,0,33,6
3225,342250,157.0,177,0,24,4
3226,342271,142.0,163,0,29,5
3227,342337,22.0,51,0,75,14
3228,342362,402.0,433,0,67,13
3229,342380,143.0,165,0,29,5
3230,342429,149.0,172,0,27,5
3231,342497,840.0,881,0,125,24
3232,342525,273.0,297,0,35,6
3233,342562,191.0,506,0,1505,300
3234,343930,151.0,173,0,25,5
3235,343973,275.0,299,0,33,6
3236,344157,270.0,295,0,39,7
3237,344193,148.0,171,0,27,5
3238,344230,271.0,296,0,37,7
3239,344274,148.0,171,0,27,5
3240,344319,272.0,297,0,38,7
3241,344375,373.0,407,0,92,18
3242,344463,270.0,295,0,40,8
3243,344618,151.0,173,0,27,5
3244,344670,274.0,298,0,32,6
3245,344943,150.0,172,0,27,5
3246,345077,274.0,298,0,30,6
3247,345181,191.0,506,0,1505,300
3248,345252,412.0,439,0,54,10
3249,345306,191.0,506,0,1505,300
3250,345344,149.0,171,0,27,5
3251,346382,146.0,167,0,28,5
3252,346562,270.0,298,0,51,10
3253,346603,191.0,506,0,1505,300
3254,347039,468.0,506,0,116,23
3255,347154,394.0,423,0,60,11
3256,347178,191.0,506,0,1505,300
3257,347226,191.0,506,0,1505,300
3258,347263,157.0,177,0,24,4
3259,347443,469.0,506,0,113,22
3260,347475,274.0,298,0,33,6
3261,347556,191.0,506,0,1505,300
3262,347605,152.0,174,0,27,5
3263,347698,273.0,298,0,39,7
3264,347746,277.0,301,0,31,6
3265,347793,-33.0,0,0,95,18
3266,347827,191.0,506,0,1505,300
3267,347864,276.0,300,0,34,6
3268,347898,191.0,506,0,1505,300
3269,347953,265.0,292,0,50,9
3270,348007,123.0,147,0,37,7
3271,348061,124.0,148,0,35,7
3272,349508,272.0,296,0,33,6
3273,349528,274.0,299,0,38,7
3274,349563,275.0,300,0,36,7
3275,349734,191.0,506,0,1505,300
3276,351406,263.0,288,0,45,8
3277,351434,699.0,735,0,101,20
3278,351499,147.0,168,0,29,5
3279,351527,489.0,520,0,67,13
3280,351605,271.0,294,0,32,6
3281,351736,158.0,179,0,24,4
3282,351776,154.0,177,0,26,5
3283,351820,158.0,178,0,23,4
3284,352025,157.0,178,0,24,4
3285,352216,157.0,178,0,24,4
3286,352261,157.0,179,0,25,4
3287,352317,162.0,184,0,23,4
3288,352357,160.0,182,0,23,4
3289,352407,152.0,174,0,25,5
3290,352471,152.0,175,0,26,5
3291,352602,469.0,506,0,112,22
3292,352639,405.0,434,0,56,11
3293,352673,397.0,426,0,59,11
3294,352742,191.0,506,0,1505,300
3295,352855,157.0,178,0,25,4
3296,352943,149.0,171,0,26,5
3297,352963,152.0,174,0,26,5
3298,353009,429.0,455,0,47,9
3299,353060,274.0,299,0,38,7
3300,353096,149.0,172,0,28,5
3301,353217,494.0,522,0,51,10
3302,353359,18.0,48,0,75,15
3303,353401,145.0,168,0,28,5
3304,353543,266.0,292,0,44,8
3305,353588,148.0,171,0,26,5
3306,353630,191.0,506,0,1505,300
3307,353662,191.0,506,0,1505,300
3308,353710,488.0,518,0,61,12
3309,353760,856.0,894,0,103,20
3310,354177,268.0,293,0,42,8
3311,354240,269.0,294,0,41,8
3312,354289,269.0,294,0,42,8
3313,354336,267.0,293,0,41,8
3314,354489,268.0,294,0,41,8
3315,354537,388.0,417,0,61,12
3316,354589,265.0,290,0,42,8
3317,354763,988.0,1034,0,144,28
3318,354847,275.0,299,0,32,6
3319,354912,268.0,294,0,41,8
3320,355198,125.0,150,0,36,7
3321,355290,-33.0,0,0,95,18
3322,355464,255.0,284,0,55,11
3323,355492,273.0,297,0,31,6
3324,355685,277.0,301,0,33,6
3325,355815,268.0,294,0,41,8
3326,355938,272.0,296,0,34,6
3327,355982,191.0,506,0,1505,300
3328,356011,154.0,175,0,25,4
3329,356092,147.0,169,0,29,5
3330,356279,162.0,184,0,23,4
3331,356354,270.0,296,0,43,8
3332,356463,157.0,179,0,24,4
3333,356608,413.0,441,0,54,10
3334,356672,274.0,298,0,32,6
3335,356717,275.0,299,0,33,6
3336,356749,191.0,506,0,1505,300
3337,356824,273.0,298,0,36,7
3338,356861,268.0,294,0,41,8
3339,356892,270.0,296,0,42,8
3340,357738,263.0,294,0,75,14
3341,357778,161.0,182,0,22,4
3342,357800,191.0,506,0,1505,300
3343,357838,148.0,169,0,28,5
3344,357976,-28.0,5,0,93,18
3345,358061,191.0,506,0,1505,300
3346,358113,274.0,298,0,32,6
3347,358188,177.0,492,0,1505,300
3348,358438,157.0,178,0,23,4
3349,358480,191.0,506,0,1505,300
3350,358540,146.0,167,0,28,5
3351,358575,147.0,168,0,28,5
3352,358593,147.0,168,0,28,5
3353,358612,147.0,168,0,28,5
3354,358647,147.0,168,0,28,5
3355,358786,468.0,506,0,116,23
3356,358835,158.0,179,0,24,4
3357,359029,467.0,506,0,121,24
3358,359653,162.0,183,0,23,4
3359,359734,275.0,300,0,38,7
3360,359830,274.0,298,0,32,6
3361,359918,263.0,289,0,40,8
3362,359947,268.0,293,0,40,8
3363,359997,259.0,286,0,46,9
3364,360021,268.0,293,0,38,7
3365,360082,274.0,299,0,38,7
3366,360122,269.0,294,0,39,7
3367,360173,266.0,292,0,42,8
3368,360226,272.0,296,0,35,6
3369,360285,144.0,165,0,29,5
3370,360553,265.0,291,0,43,8
3371,360608,156.0,178,0,25,5
3372,360633,151.0,173,0,25,5
3373,360667,161.0,183,0,22,4
3374,360722,191.0,506,0,1505,300
3375,360816,393.0,422,0,60,11
3376,360852,417.0,444,0,52,10
3377,360907,274.0,298,0,33,6
3378,360926,272.0,295,0,34,6
3379,360970,426.0,452,0,49,9
3380,361005,148.0,169,0,28,5
3381,361102,191.0,506,0,1505,300
3382,361168,149.0,171,0,27,5
3383,361207,151.0,173,0,27,5
3384,361276,265.0,291,0,42,8
3385,361313,427.0,454,0,48,9
3386,361386,269.0,294,0,36,7
3387,361415,276.0,299,0,35,6
3388,361590,-33.0,0,0,95,18
3389,361632,256.0,282,0,46,9
3390,361953,276.0,301,0,35,7
3391,362645,191.0,506,0,1505,300
3392,362748,151.0,174,0,27,5
3393,362798,191.0,506,0,1505,300
3394,362825,378.0,406,0,65,12
3395,362868,395.0,423,0,59,11
3396,362938,-33.0,0,0,95,18
3397,363055,386.0,415,0,63,12
3398,363601,149.0,170,0,27,5
3399,363636,158.0,178,0,24,4
3400,363686,270.0,295,0,36,7
3401,363763,250.0,276,0,51,10
3402,363828,157.0,179,0,23,4
3403,363866,146.0,167,0,28,5
3404,364669,161.0,183,0,23,4
3405,364716,418.0,445,0,52,10
3406,364774,162.0,184,0,23,4
3407,364832,407.0,434,0,56,11
3408,364880,162.0,184,0,21,4
3409,364953,268.0,292,0,36,7
3410,364980,159.0,181,0,24,4
3411,365012,37.0,66,0,68,13
3412,365053,5.0,36,0,80,16
3413,365092,269.0,294,0,37,7
3414,365118,427.0,453,0,48,9
3415,365162,146.0,169,0,29,5
3416,365200,58.0,86,0,60,12
3417,365269,154.0,175,0,25,4
3418,365565,157.0,179,0,23,4
3419,365621,259.0,285,0,44,8
3420,365651,489.0,519,0,72,14
3421,365714,160.0,182,0,23,4
3422,365785,261.0,287,0,44,8
3423,367285,268.0,293,0,37,7
3424,367431,146.0,168,0,28,5
3425,367468,146.0,168,0,28,5
3426,367682,191.0,506,0,1505,300
3427,368423,31.0,60,0,71,14
3428,368447,135.0,158,0,32,6
3429,368484,399.0,428,0,57,11
3430,368841,270.0,296,0,41,8
3431,368907,148.0,171,0,28,5
3432,368944,272.0,297,0,38,7
3433,369003,153.0,175,0,26,5
3434,369038,158.0,178,0,25,4
3435,369078,275.0,300,0,39,7
3436,369115,269.0,295,0,41,8
3437,369161,262.0,290,0,56,11
3438,369200,262.0,288,0,46,9
3439,369248,272.0,298,0,42,8
3440,369377,130.0,153,0,33,6
3441,369464,265.0,292,0,46,9
3442,369512,264.0,290,0,45,9
3443,369588,374.0,412,0,100,20
3444,369625,126.0,150,0,35,7
3445,370106,157.0,178,0,24,4
3446,370162,371.0,400,0,65,13
3447,370193,253.0,281,0,58,11
3448,370269,851.0,887,0,91,18
3449,370292,276.0,300,0,32,6
3450,370338,261.0,285,0,39,7
3451,370408,264.0,290,0,43,8
3452,370454,468.0,506,0,118,23
3453,370498,264.0,289,0,40,7
3454,370545,146.0,167,0,28,5
3455,370590,261.0,285,0,45,8
3456,370650,149.0,171,0,27,5
3457,370708,191.0,506,0,1505,300
3458,370856,141.0,163,0,30,6
3459,370904,165.0,187,0,22,4
3460,370949,156.0,177,0,24,4
3461,371068,166.0,188,0,21,4
3462,371100,147.0,170,0,27,5
3463,371149,273.0,297,0,39,7
3464,371173,270.0,294,0,39,7
3465,371204,145.0,167,0,28,5
3466,371390,469.0,506,0,115,22
3467,371430,191.0,506,0,1505,300
3468,371483,148.0,171,0,27,5
3469,371532,269.0,292,0,36,7
3470,371596,658.0,705,0,159,31
3471,371661,7.0,37,0,80,15
3472,371697,191.0,506,0,1505,300
3473,371742,191.0,506,0,1505,300
3474,371848,263.0,289,0,42,8
3475,371987,276.0,300,0,34,6
3476,372031,489.0,518,0,60,11
3477,372100,191.0,506,0,1505,300
3478,372133,153.0,176,0,27,5
3479,372159,165.0,187,0,21,4
3480,372179,168.0,190,0,21,4
3481,372208,168.0,190,0,21,4
3482,372229,166.0,188,0,21,4
3483,372268,191.0,506,0,1505,300
3484,372321,263.0,287,0,39,7
3485,372369,384.0,413,0,63,12
3486,372406,146.0,167,0,28,5
3487,372447,32.0,347,0,1505,300
3488,372504,145.0,166,0,29,5
3489,372575,260.0,285,0,44,8
3490,372759,136.0,160,0,31,6
3491,372843,145.0,167,0,28,5
3492,372893,145.0,167,0,28,5
3493,372950,157.0,179,0,25,4
3494,373004,158.0,180,0,25,4
3495,373035,567.0,605,0,109,21
3496,373109,52.0,367,0,1505,300
3497,373164,159.0,181,0,23,4
3498,373216,38.0,353,0,1505,300
3499,373260,191.0,506,0,1505,300
3500,373736,385.0,413,0,64,12
3501,373790,261.0,286,0,38,7
3502,373851,159.0,181,0,25,4
3503,374031,471.0,506,0,102,20
3504,374846,265.0,288,0,34,6
3505,374877,161.0,182,0,23,4
3506,374956,165.0,186,0,22,4
3507,375149,191.0,506,0,1505,300
3508,375258,146.0,167,0,28,5
3509,375424,588.0,619,0,68,13
3510,375597,167.0,188,0,21,4
3511,375650,147.0,168,0,28,5
3512,375688,144.0,165,0,29,5
3513,375826,162.0,182,0,23,4
3514,375869,407.0,435,0,55,11
3515,375923,165.0,186,0,22,4
3516,376011,412.0,440,0,53,10
3517,376031,273.0,298,0,35,7
3518,376057,273.0,297,0,34,6
3519,376096,370.0,407,0,103,20
3520,376145,154.0,177,0,25,5
3521,376446,191.0,506,0,1505,300
3522,376491,385.0,416,0,70,13
3523,376682,266.0,292,0,41,8
