epoch,i,reward,x_movement,success,iterations,time,mean
35470,3183125,168.0,189,0,20,3,313.7
35480,3183716,165.0,187,0,21,4,311.4
35490,3184417,492.0,520,0,57,11,312.5
35500,3184934,170.0,191,0,20,3,344.9
35510,3185485,170.0,191,0,20,3,345.4
35520,3186081,165.0,187,0,21,4,276.3
35530,3186673,165.0,187,0,21,4,275.8
35540,3187255,165.0,187,0,21,4,264.7
35550,3187848,170.0,191,0,20,3,232.1
35560,3188290,170.0,191,0,20,3,232.1
35570,3189685,170.0,191,0,20,3,200.0
35580,3190085,165.0,187,0,21,4,200.2
35590,3190969,170.0,191,0,20,3,200.2
35600,3191632,856.0,895,0,106,21,168.0
35610,3192950,843.0,881,0,114,22,236.6
35620,3193532,191.0,506,0,1505,300,303.9
35630,3194280,847.0,1162,0,1505,300,306.5
35640,3195176,493.0,520,0,57,11,374.7
35650,3195797,491.0,518,0,48,9,407.5
35660,3196504,166.0,187,0,20,3,439.6
35670,3198194,491.0,518,0,57,11,439.2
35680,3198849,492.0,519,0,48,9,471.3
35690,3199725,492.0,519,0,56,11,504.0
35700,3201232,274.0,296,0,29,5,536.2
35710,3201889,494.0,523,0,56,11,478.0
35720,3202450,191.0,506,0,1505,300,443.1
35730,3203150,492.0,518,0,55,10,443.1
35740,3204078,495.0,522,0,48,9,407.6
35750,3204968,493.0,521,0,57,11,407.8
35760,3205788,191.0,506,0,1505,300,408.0
35770,3206321,191.0,506,0,1505,300,410.5
35780,3207899,191.0,506,0,1505,300,380.5
35790,3210647,491.0,519,0,60,12,350.4
35800,3211366,491.0,519,0,58,11,350.3
35810,3211846,860.0,899,0,106,21,372.0
35820,3212966,492.0,519,0,57,11,408.6
35830,3213405,191.0,506,0,1505,300,438.7
35840,3214111,191.0,506,0,1505,300,408.6
35850,3214912,272.0,295,0,31,6,378.2
35860,3216036,191.0,506,0,1505,300,356.1
35870,3216486,493.0,520,0,51,10,356.1
35880,3216994,191.0,506,0,1505,300,386.3
35890,3217658,191.0,506,0,1505,300,386.3
35900,3219837,191.0,506,0,1505,300,356.3
35910,3220585,425.0,452,0,49,9,326.3
35920,3221340,1127.0,1175,0,159,31,282.8
35930,3221845,288.0,313,0,38,7,346.3
35940,3222667,490.0,518,0,61,12,356.0
35950,3225233,191.0,506,0,1505,300,385.9
35960,3225629,191.0,506,0,1505,300,377.8
35970,3226270,492.0,520,0,58,11,377.8
35980,3227408,493.0,520,0,47,9,377.7
35990,3228826,293.0,317,0,31,6,407.9
36000,3229487,170.0,191,0,20,3,418.1
36010,3230154,164.0,186,0,22,4,416.0
36020,3230893,429.0,456,0,46,9,389.9
36030,3231569,497.0,524,0,52,10,320.1
36040,3232163,191.0,506,0,1505,300,341.0
36050,3232989,191.0,506,0,1505,300,311.1
36060,3233501,1129.0,1175,0,147,29,311.1
36070,3234233,493.0,520,0,48,9,404.9
36080,3234745,261.0,287,0,43,8,405.0
36090,3236326,990.0,1032,0,123,24,381.8
36100,3236938,166.0,188,0,20,4,451.5
36110,3237730,311.0,335,0,32,6,451.1
36120,3238365,489.0,518,0,66,13,465.8
36130,3241012,1038.0,1078,0,111,22,471.8
36140,3241464,300.0,324,0,36,7,525.9
36150,3241990,166.0,188,0,20,4,536.8
36160,3242434,300.0,324,0,36,7,534.3
36170,3243114,426.0,453,0,47,9,451.4
36180,3244068,1127.0,1174,0,151,30,444.7
36190,3245032,311.0,335,0,32,6,531.3
36200,3245522,491.0,520,0,61,12,463.4
36210,3246221,422.0,449,0,49,9,495.9
36220,3247002,993.0,1033,0,111,22,507.0
36230,3248575,1202.0,1258,0,205,41,557.4
36240,3250478,302.0,326,0,39,7,573.8
36250,3251034,164.0,185,0,21,4,574.0
36260,3251642,150.0,172,0,27,5,573.8
36270,3252276,497.0,526,0,56,11,558.8
36280,3252811,309.0,334,0,43,8,565.9
36290,3253345,270.0,292,0,32,6,484.1
36300,3253943,490.0,520,0,71,14,480.0
36310,3254598,489.0,518,0,55,11,479.9
36320,3255207,311.0,335,0,32,6,486.6
36330,3256242,311.0,335,0,32,6,418.4
36340,3256983,166.0,187,0,20,3,329.3
36350,3258117,311.0,335,0,32,6,315.7
36360,3258653,491.0,518,0,58,11,330.4
36370,3259183,311.0,335,0,32,6,364.5
36380,3259793,166.0,187,0,20,3,345.9
36390,3260757,191.0,506,0,1505,300,331.6
36400,3261486,852.0,893,0,116,23,323.7
36410,3262187,169.0,191,0,21,4,359.9
36420,3263170,166.0,187,0,20,3,327.9
36430,3265974,152.0,174,0,26,5,313.4
36440,3266545,311.0,335,0,32,6,297.5
36450,3267316,166.0,187,0,20,3,312.0
36460,3268243,492.0,520,0,62,12,297.5
36470,3269245,311.0,335,0,32,6,297.6
36480,3271259,300.0,324,0,36,7,297.6
36490,3271812,191.0,506,0,1505,300,311.0
36500,3272352,166.0,188,0,20,4,311.0
36510,3272962,169.0,191,0,21,4,242.4
36520,3273515,166.0,187,0,20,3,242.4
36530,3274551,169.0,191,0,21,4,242.4
36540,3275010,169.0,191,0,21,4,244.1
36550,3275973,274.0,298,0,31,6,229.9
36560,3276544,169.0,191,0,21,4,240.7
36570,3277409,493.0,520,0,59,11,208.4
36580,3277938,311.0,335,0,32,6,226.6
36590,3280933,311.0,335,0,32,6,227.7
36600,3281411,311.0,335,0,32,6,239.7
36610,3282772,311.0,335,0,32,6,254.2
36620,3283569,159.0,180,0,24,4,268.4
36630,3284217,293.0,317,0,30,6,267.7
36640,3284975,191.0,506,0,1505,300,280.1
36650,3286032,311.0,335,0,32,6,282.3
36660,3286550,489.0,518,0,61,12,286.0
36670,3287265,297.0,322,0,35,7,318.0
36680,3287882,293.0,317,0,30,6,298.4
36690,3290357,166.0,188,0,21,4,296.6
36700,3291464,311.0,335,0,32,6,282.1
36710,3292013,595.0,635,0,119,23,282.1
36720,3292486,311.0,335,0,32,6,310.5
36730,3293600,311.0,335,0,32,6,325.7
36740,3294279,270.0,294,0,36,7,327.5
36750,3296392,471.0,506,0,102,20,335.4
36760,3297496,471.0,506,0,102,20,351.4
36770,3298483,159.0,180,0,23,4,349.6
36780,3299384,491.0,519,0,58,11,335.8
36790,3299998,191.0,506,0,1505,300,355.6
36800,3300645,314.0,338,0,33,6,358.1
36810,3301256,170.0,191,0,20,3,358.4
36820,3304418,492.0,519,0,58,11,315.9
36830,3304897,491.0,519,0,61,12,334.0
36840,3305724,159.0,181,0,23,4,352.0
36850,3306237,989.0,1034,0,139,27,340.9
36860,3307333,1127.0,1175,0,158,31,392.7
36870,3308000,493.0,520,0,58,11,458.3
36880,3308875,994.0,1034,0,113,22,491.7
36890,3309443,493.0,520,0,58,11,542.0
36900,3310079,160.0,181,0,23,4,572.2
36910,3310778,166.0,188,0,20,4,556.8
36920,3311355,167.0,189,0,20,4,556.4
36930,3314592,850.0,894,0,139,27,523.9
36940,3314967,749.0,783,0,92,18,559.8
36950,3315473,491.0,519,0,57,11,618.8
36960,3315853,493.0,520,0,58,11,569.0
36970,3316797,856.0,897,0,117,23,505.6
36980,3317693,1135.0,1450,0,1505,300,541.9
36990,3318201,987.0,1032,0,138,27,556.0
37000,3318880,698.0,738,0,123,24,605.4
37010,3319672,191.0,506,0,1505,300,659.2
37020,3320676,273.0,296,0,29,5,661.7
37030,3321592,275.0,299,0,30,6,672.3
37040,3322313,170.0,191,0,20,3,614.8
37050,3323066,191.0,506,0,1505,300,556.9
37060,3324670,508.0,536,0,58,11,526.9
37070,3325412,491.0,520,0,61,12,528.4
37080,3326344,191.0,506,0,1505,300,491.9
37090,3326925,166.0,187,0,21,4,397.5
37100,3327555,748.0,785,0,110,21,315.4
37110,3328198,852.0,895,0,135,27,320.4
37120,3328888,592.0,632,0,118,23,386.5
37130,3329637,850.0,897,0,148,29,418.4
37140,3330459,167.0,189,0,20,4,475.9
37150,3330913,191.0,506,0,1505,300,475.6
37160,3331494,191.0,506,0,1505,300,475.6
37170,3332081,1135.0,1450,0,1505,300,443.9
37180,3333237,191.0,506,0,1505,300,508.3
37190,3334027,792.0,834,0,135,26,508.3
37200,3334870,268.0,291,0,36,7,570.9
37210,3335909,1779.0,1871,0,372,74,522.9
37220,3336619,191.0,506,0,1505,300,615.6
37230,3337156,170.0,191,0,20,3,575.5
37240,3337783,168.0,190,0,21,4,507.5
37250,3338681,563.0,594,0,70,14,507.6
37260,3339295,1131.0,1175,0,142,28,544.8
37270,3340296,1205.0,1258,0,192,38,638.8
37280,3340839,191.0,506,0,1505,300,645.8
37290,3341543,191.0,506,0,1505,300,645.8
37300,3342432,159.0,181,0,23,4,585.7
37310,3343957,471.0,506,0,103,20,574.8
37320,3346555,157.0,178,0,24,4,444.0
37330,3347264,170.0,191,0,20,3,440.6
37340,3347845,494.0,522,0,51,10,440.6
37350,3350557,191.0,506,0,1505,300,473.2
37360,3351192,986.0,1034,0,153,30,436.0
37370,3351906,276.0,298,0,30,5,421.5
37380,3352819,491.0,519,0,56,11,328.6
37390,3353308,1135.0,1450,0,1505,300,358.6
37400,3356040,153.0,176,0,27,5,453.0
37410,3357207,591.0,631,0,117,23,452.4
37420,3357800,590.0,630,0,118,23,464.4
37430,3358367,276.0,298,0,29,5,507.7
37440,3359124,277.0,301,0,30,6,518.3
37450,3360242,162.0,184,0,23,4,496.6
37460,3360674,291.0,315,0,31,6,493.7
37470,3361343,587.0,627,0,115,23,424.2
37480,3361771,842.0,890,0,155,30,455.3
37490,3362224,130.0,153,0,34,6,490.4
37500,3363246,191.0,506,0,1505,300,389.9
37510,3363774,170.0,191,0,20,3,393.7
37520,3364370,797.0,834,0,103,20,351.6
37530,3364939,1409.0,1464,0,190,38,372.3
37540,3366696,277.0,300,0,30,5,485.6
37550,3367467,588.0,627,0,117,23,485.6
37560,3368255,1212.0,1258,0,156,31,528.2
37570,3368948,191.0,506,0,1505,300,620.3
37580,3370476,191.0,506,0,1505,300,580.7
37590,3370941,471.0,506,0,104,20,515.6
37600,3371721,1211.0,1258,0,162,32,549.7
37610,3372473,191.0,506,0,1505,300,651.7
37620,3374048,841.0,877,0,102,20,653.8
37630,3374653,1844.0,1920,0,290,58,658.2
37640,3375332,663.0,702,0,122,24,701.7
37650,3375841,169.0,190,0,21,4,740.3
37660,3376409,191.0,506,0,1505,300,698.4
37670,3377323,191.0,506,0,1505,300,596.3
37680,3378175,1029.0,1070,0,117,23,596.3
37690,3379081,275.0,300,0,37,7,680.1
37700,3380116,672.0,705,0,85,17,660.5
37710,3382958,1147.0,1190,0,129,25,606.6
37720,3383917,702.0,734,0,90,17,702.2
37730,3384544,495.0,523,0,53,10,688.3
37740,3385405,191.0,506,0,1505,300,553.4
37750,3385978,278.0,301,0,29,5,506.2
37760,3386575,423.0,450,0,49,9,517.1
37770,3387045,191.0,506,0,1505,300,540.3
37780,3387609,166.0,187,0,20,3,540.3
37790,3391708,191.0,506,0,1505,300,454.0
37800,3393429,170.0,191,0,20,3,445.6
37810,3394210,170.0,191,0,20,3,395.4
37820,3395115,295.0,319,0,31,6,297.7
37830,3397758,191.0,506,0,1505,300,257.0
37840,3398401,167.0,189,0,20,4,226.6
37850,3399413,191.0,506,0,1505,300,224.2
37860,3400173,161.0,182,0,23,4,215.5
37870,3400850,993.0,1035,0,121,24,189.3
37880,3401544,272.0,297,0,37,7,269.5
37890,3402229,995.0,1035,0,114,22,280.1
37900,3403360,1135.0,1450,0,1505,300,360.5
37910,3404453,271.0,295,0,30,6,457.0
37920,3405380,1208.0,1258,0,177,35,467.1
37930,3406119,671.0,704,0,90,17,558.4
37940,3406952,1135.0,1450,0,1505,300,606.4
37950,3407399,296.0,320,0,31,6,703.2
37960,3408074,166.0,187,0,20,3,713.7
37970,3409631,191.0,506,0,1505,300,714.2
37980,3410374,294.0,318,0,31,6,634.0
37990,3412615,191.0,506,0,1505,300,636.2
38000,3413545,191.0,506,0,1505,300,555.8
38010,3414384,191.0,506,0,1505,300,461.4
38020,3416524,847.0,1162,0,1505,300,453.4
38030,3417017,170.0,191,0,20,3,417.3
38040,3417507,471.0,506,0,103,20,367.2
38050,3418346,277.0,300,0,29,5,300.8
38060,3419443,847.0,1162,0,1505,300,298.9
38070,3421289,157.0,179,0,25,4,367.0
38080,3422329,295.0,319,0,31,6,363.6
38090,3422954,191.0,506,0,1505,300,363.7
38100,3423695,170.0,191,0,20,3,363.7
38110,3424393,170.0,191,0,20,3,361.6
38120,3425414,191.0,506,0,1505,300,359.5
38130,3426710,1871.0,2186,0,1505,300,293.9
38140,3427744,191.0,506,0,1505,300,464.0
38150,3428506,1838.0,1915,0,299,59,436.0
38160,3429103,191.0,506,0,1505,300,592.1
38170,3429746,170.0,191,0,20,3,526.5
38180,3430552,170.0,191,0,20,3,527.8
38190,3431264,191.0,506,0,1505,300,515.3
38200,3433221,191.0,506,0,1505,300,515.3
38210,3433747,191.0,506,0,1505,300,517.4
38220,3434305,163.0,185,0,23,4,519.5
38230,3435055,191.0,506,0,1505,300,516.7
38240,3436133,170.0,191,0,20,3,348.7
38250,3436835,166.0,187,0,20,3,346.6
38260,3437508,278.0,301,0,29,5,179.4
38270,3438442,269.0,293,0,33,6,188.1
38280,3439160,162.0,184,0,23,4,198.0
38290,3439616,191.0,506,0,1505,300,197.2
38300,3440235,169.0,191,0,21,4,197.2
38310,3441724,1030.0,1075,0,137,27,195.0
38320,3442452,2298.0,2394,0,406,81,278.9
38330,3442819,492.0,518,0,51,10,492.4
38340,3443356,191.0,506,0,1505,300,522.5
38350,3444915,293.0,317,0,32,6,524.6
38360,3445696,1407.0,1464,0,208,41,537.3
38370,3446477,843.0,882,0,119,23,650.2
38380,3446993,1135.0,1450,0,1505,300,707.6
38390,3447693,191.0,506,0,1505,300,804.9
38400,3448479,191.0,506,0,1505,300,804.9
38410,3449201,664.0,700,0,110,21,807.1
38420,3449624,1407.0,1463,0,195,39,770.5
38430,3450399,191.0,506,0,1505,300,681.4
38440,3451186,159.0,181,0,22,4,651.3
38450,3452058,163.0,185,0,21,4,648.1
38460,3452855,850.0,893,0,129,25,635.1
38470,3453401,163.0,185,0,22,4,579.4
38480,3457420,491.0,518,0,55,11,511.4
38490,3458875,492.0,518,0,51,10,447.0
38500,3459387,1126.0,1174,0,161,32,477.1
38510,3459945,1135.0,1450,0,1505,300,570.6
38520,3460600,671.0,706,0,97,19,617.7
38530,3461214,492.0,519,0,51,10,544.1
38540,3461937,264.0,289,0,39,7,574.2
38550,3462805,297.0,321,0,31,6,584.7
38560,3463708,1143.0,1194,0,167,33,598.1
38570,3464314,163.0,185,0,23,4,627.4
38580,3465285,492.0,520,0,57,11,627.4
38590,3466519,489.0,518,0,62,12,627.5
38600,3466999,749.0,783,0,93,18,627.2
38610,3468686,490.0,519,0,60,12,589.5
38620,3469618,492.0,520,0,55,11,525.0
38630,3470162,491.0,519,0,61,12,507.1
38640,3470884,167.0,189,0,21,4,507.0
38650,3471398,156.0,178,0,23,4,497.3
38660,3472146,273.0,298,0,38,7,483.2
38670,3473004,493.0,521,0,57,11,396.2
38680,3474127,2203.0,2303,0,410,82,429.2
38690,3474814,152.0,175,0,27,5,600.3
38700,3475503,549.0,588,0,111,22,566.6
38710,3475963,1794.0,1910,0,491,98,546.6
38720,3477148,157.0,179,0,23,4,677.0
38730,3477774,491.0,520,0,63,12,643.5
38740,3478806,294.0,318,0,34,6,643.5
38750,3479293,1135.0,1450,0,1505,300,656.2
38760,3479945,164.0,185,0,21,4,754.1
38770,3480561,298.0,322,0,31,6,743.2
38780,3481272,314.0,338,0,33,6,723.7
38790,3481912,275.0,299,0,34,6,534.8
38800,3482681,491.0,518,0,51,10,547.1
38810,3483259,835.0,880,0,149,29,541.3
38820,3484057,1122.0,1175,0,182,36,445.4
38830,3485168,191.0,506,0,1505,300,541.9
38840,3485771,750.0,783,0,90,17,511.9
38850,3486465,191.0,506,0,1505,300,557.5
38860,3487042,293.0,317,0,32,6,463.1
38870,3487429,191.0,506,0,1505,300,476.0
38880,3488288,191.0,506,0,1505,300,465.3
38890,3489058,563.0,593,0,66,13,453.0
38900,3489715,787.0,828,0,132,26,481.8
38910,3491925,191.0,506,0,1505,300,511.4
38920,3492707,1129.0,1175,0,150,29,447.0
38930,3493626,1917.0,2004,0,354,70,447.7
38940,3494317,1134.0,1175,0,125,25,620.3
38950,3495138,492.0,519,0,59,11,658.7
38960,3496097,275.0,298,0,29,5,688.8
38970,3496755,491.0,518,0,57,11,687.0
38980,3497297,191.0,506,0,1505,300,717.0
38990,3499282,191.0,506,0,1505,300,717.0
39000,3500087,493.0,520,0,58,11,679.8
39010,3500925,1126.0,1175,0,161,32,650.4
39020,3501626,297.0,321,0,33,6,743.9
39030,3502407,491.0,520,0,61,12,660.7
39040,3503912,670.0,706,0,98,19,518.1
39050,3505735,166.0,187,0,20,4,471.7
39060,3507814,1133.0,1175,0,128,25,439.1
39070,3508916,493.0,519,0,48,9,524.9
39080,3509419,846.0,893,0,147,29,525.1
39090,3510054,697.0,734,0,107,21,590.6
39100,3510857,276.0,300,0,30,6,641.2
39110,3511853,500.0,528,0,50,10,619.5
39120,3513069,491.0,519,0,61,12,556.9
39130,3514503,494.0,520,0,48,9,576.3
39140,3515313,191.0,506,0,1505,300,576.6
39150,3518251,791.0,833,0,133,26,528.7
39160,3518816,290.0,315,0,36,7,591.2
39170,3519678,988.0,1035,0,147,29,506.9
39180,3521422,313.0,337,0,32,6,556.4
39190,3523298,170.0,191,0,20,3,503.1
39200,3523967,492.0,518,0,50,10,450.4
39210,3525350,490.0,519,0,62,12,472.0
39220,3525848,428.0,455,0,47,9,471.0
39230,3526249,1640.0,1733,0,384,76,464.7
39240,3526802,492.0,518,0,47,9,579.3
39250,3527817,490.0,518,0,55,11,609.4
39260,3529214,505.0,532,0,49,9,579.3
39270,3529879,1201.0,1258,0,211,42,600.8
39280,3530469,1016.0,1058,0,124,24,622.1
39290,3531191,1139.0,1182,0,126,25,692.4
39300,3532041,1135.0,1450,0,1505,300,789.3
39310,3532625,191.0,506,0,1505,300,853.6
39320,3533368,1032.0,1073,0,116,23,823.7
39330,3533773,191.0,506,0,1505,300,884.1
39340,3534419,492.0,518,0,49,9,739.2
39350,3535305,491.0,520,0,70,13,739.2
39360,3536004,166.0,187,0,20,3,739.3
39370,3537027,856.0,894,0,105,20,705.4
39380,3538021,995.0,1035,0,115,23,670.9
39390,3538742,275.0,297,0,29,5,668.8
39400,3539177,169.0,189,0,20,3,582.4
39410,3540079,470.0,506,0,105,21,485.8
39420,3540708,491.0,519,0,58,11,513.7
39430,3541623,1405.0,1466,0,222,44,459.6
39440,3542183,315.0,339,0,32,6,581.0
39450,3543434,191.0,506,0,1505,300,563.3
39460,3543911,1135.0,1450,0,1505,300,533.3
39470,3544599,191.0,506,0,1505,300,630.2
39480,3545132,191.0,506,0,1505,300,563.7
39490,3546292,847.0,1162,0,1505,300,483.3
39500,3546907,493.0,521,0,58,11,540.5
39510,3548149,274.0,297,0,29,5,572.9
39520,3548811,668.0,702,0,95,18,553.3
39530,3549394,701.0,735,0,93,18,571.0
39540,3550150,191.0,506,0,1505,300,500.6
39550,3550997,315.0,339,0,33,6,488.2
39560,3553683,169.0,189,0,20,3,500.6
39570,3554264,191.0,506,0,1505,300,404.0
39580,3554920,493.0,520,0,53,10,404.0
39590,3555492,315.0,339,0,32,6,434.2
39600,3555956,191.0,506,0,1505,300,381.0
39610,3556950,425.0,452,0,48,9,350.8
39620,3557592,492.0,519,0,58,11,365.9
39630,3558320,315.0,338,0,32,6,348.3
39640,3558809,490.0,519,0,61,12,309.7
39650,3559569,298.0,322,0,33,6,339.6
39660,3560115,192.0,506,0,1505,300,337.9
39670,3561021,169.0,189,0,20,3,340.2
39680,3562001,312.0,336,0,35,7,338.0
39690,3562580,191.0,506,0,1505,300,319.9
39700,3563651,1207.0,1258,0,183,36,307.5
39710,3564518,847.0,1162,0,1505,300,409.1
39720,3565149,492.0,519,0,59,11,451.3
39730,3565945,191.0,506,0,1505,300,451.3
39740,3566724,293.0,317,0,31,6,438.9
39750,3567354,191.0,506,0,1505,300,419.2
39760,3568315,191.0,506,0,1505,300,408.5
39770,3568913,191.0,506,0,1505,300,408.4
39780,3569510,191.0,506,0,1505,300,410.6
39790,3570029,574.0,605,0,71,14,398.5
39800,3571413,494.0,520,0,53,10,436.8
39810,3572141,1133.0,1175,0,132,26,365.5
39820,3572822,489.0,518,0,66,13,394.1
39830,3573579,1134.0,1176,0,132,26,393.8
39840,3574348,1118.0,1162,0,147,29,488.1
39850,3575218,667.0,700,0,91,18,570.6
39860,3575633,493.0,520,0,54,10,618.2
39870,3576451,191.0,506,0,1505,300,648.4
39880,3577175,298.0,322,0,32,6,648.4
39890,3577922,1119.0,1175,0,195,39,659.1
39900,3578597,293.0,317,0,30,6,713.6
39910,3579057,492.0,518,0,50,9,693.5
39920,3581757,491.0,519,0,56,11,629.4
39930,3582784,1134.0,1175,0,129,25,629.6
39940,3583593,493.0,520,0,54,10,629.6
39950,3584190,273.0,297,0,31,6,567.1
39960,3584973,191.0,506,0,1505,300,527.7
39970,3586344,418.0,446,0,51,10,497.5
39980,3587010,494.0,521,0,54,10,520.2
39990,3587628,313.0,337,0,32,6,539.8
40000,3588076,191.0,506,0,1505,300,459.2
40010,3589901,471.0,506,0,104,20,449.0
40020,3590641,160.0,182,0,24,4,446.9
40030,3591593,168.0,189,0,21,4,413.8
40040,3592154,191.0,506,0,1505,300,317.2
40050,3592702,492.0,521,0,57,11,287.0
40060,3593304,1017.0,1058,0,117,23,308.9
40070,3595276,276.0,299,0,29,5,391.5
40080,3595916,271.0,294,0,30,5,377.3
40090,3596502,491.0,519,0,59,11,355.0
40100,3597213,271.0,294,0,29,5,372.8
40110,3597909,285.0,310,0,36,7,380.8
40120,3598643,276.0,299,0,29,5,362.2
40130,3599249,276.0,299,0,29,5,373.8
40140,3599917,278.0,301,0,29,5,384.6
40150,3600696,164.0,186,0,22,4,393.3
40160,3602786,493.0,520,0,52,10,360.5
40170,3605476,492.0,519,0,58,11,308.1
40180,3606100,588.0,618,0,62,12,329.7
40190,3606792,276.0,299,0,30,5,361.4
40200,3607175,998.0,1038,0,110,22,339.9
40210,3608229,278.0,301,0,29,5,412.6
40220,3609308,275.0,299,0,30,6,411.9
40230,3609888,995.0,1035,0,114,22,411.8
40240,3610541,278.0,301,0,29,5,483.7
40250,3611446,276.0,299,0,29,5,483.7
40260,3612223,276.0,299,0,29,5,494.9
40270,3613030,414.0,442,0,53,10,473.2
40280,3613374,278.0,301,0,29,5,465.4
40290,3613949,492.0,520,0,63,12,434.4
40300,3614711,274.0,298,0,33,6,456.0
40310,3615248,191.0,506,0,1505,300,383.6
40320,3615810,996.0,1036,0,112,22,374.9
40330,3617310,314.0,339,0,38,7,447.0
40340,3617953,191.0,506,0,1505,300,378.9
40350,3618688,191.0,506,0,1505,300,370.2
40360,3619618,691.0,735,0,146,29,361.7
40370,3620359,191.0,506,0,1505,300,403.2
40380,3620978,276.0,300,0,30,6,380.9
40390,3621794,493.0,520,0,52,10,380.7
40400,3622607,311.0,335,0,32,6,380.8
40410,3623687,493.0,520,0,52,10,384.5
40420,3624159,312.0,336,0,33,6,414.7
40430,3624842,311.0,335,0,34,6,346.3
40440,3625343,272.0,296,0,30,6,346.0
40450,3626004,274.0,297,0,29,5,354.1
40460,3626426,267.0,291,0,33,6,362.4
40470,3627187,491.0,519,0,56,11,320.0
40480,3627883,274.0,298,0,31,6,350.0
40490,3630403,276.0,299,0,30,5,349.8
40500,3631693,191.0,506,0,1505,300,328.1
40510,3632371,276.0,299,0,29,5,316.1
40520,3632978,272.0,296,0,30,6,294.4
40530,3635816,191.0,506,0,1505,300,290.4
40540,3636565,274.0,297,0,29,5,278.4
40550,3637279,274.0,297,0,29,5,278.6
40560,3637859,191.0,506,0,1505,300,278.6
40570,3639225,191.0,506,0,1505,300,271.0
40580,3639996,277.0,300,0,29,5,241.0
40590,3640540,191.0,506,0,1505,300,241.3
40600,3641404,593.0,637,0,131,26,232.8
40610,3642121,191.0,506,0,1505,300,273.0
40620,3642842,191.0,506,0,1505,300,264.5
40630,3643899,191.0,506,0,1505,300,256.4
40640,3646281,272.0,295,0,30,5,256.4
40650,3646949,191.0,506,0,1505,300,256.2
40660,3647517,995.0,1035,0,111,22,247.9
40670,3647997,471.0,506,0,102,20,328.3
40680,3648368,191.0,506,0,1505,300,356.3
40690,3649579,191.0,506,0,1505,300,347.7
40700,3650331,274.0,297,0,29,5,347.7
40710,3651387,471.0,506,0,105,20,315.8
40720,3651900,191.0,506,0,1505,300,343.8
40730,3653589,277.0,300,0,29,5,343.8
40740,3654465,660.0,702,0,138,27,352.4
40750,3655032,692.0,735,0,143,28,391.2
40760,3656134,191.0,506,0,1505,300,441.3
40770,3657372,191.0,506,0,1505,300,360.9
40780,3658349,169.0,190,0,21,4,332.9
40790,3659712,1135.0,1450,0,1505,300,330.7
40800,3661015,169.0,190,0,21,4,425.1
40810,3661786,276.0,299,0,29,5,414.6
40820,3662455,1204.0,1258,0,198,39,395.1
40830,3665467,169.0,190,0,21,4,496.4
40840,3666431,191.0,506,0,1505,300,485.6
40850,3667221,169.0,189,0,20,3,438.7
40860,3667969,489.0,518,0,61,12,386.4
40870,3668699,491.0,519,0,56,11,416.2
40880,3669080,693.0,737,0,142,28,446.2
40890,3670066,191.0,506,0,1505,300,498.6
40900,3670552,191.0,506,0,1505,300,404.2
40910,3671807,191.0,506,0,1505,300,406.4
40920,3672749,169.0,190,0,21,4,397.9
40930,3673271,169.0,190,0,21,4,294.4
40940,3673831,1135.0,1450,0,1505,300,294.4
40950,3674777,420.0,446,0,50,10,388.8
40960,3675236,191.0,506,0,1505,300,413.9
40970,3675705,191.0,506,0,1505,300,384.1
40980,3676240,161.0,183,0,21,4,354.1
40990,3676874,191.0,506,0,1505,300,300.9
41000,3677400,191.0,506,0,1505,300,300.9
41010,3678357,490.0,518,0,57,11,300.9
41020,3679061,191.0,506,0,1505,300,330.8
41030,3679617,489.0,519,0,67,13,333.0
41040,3680440,191.0,506,0,1505,300,365.0
41050,3680899,490.0,518,0,58,11,270.6
41060,3681590,595.0,639,0,131,26,277.6
41070,3682109,1135.0,1450,0,1505,300,318.0
41080,3682756,858.0,899,0,116,23,412.4
41090,3683114,191.0,506,0,1505,300,482.1
41100,3684442,852.0,900,0,154,30,482.1
41110,3685421,860.0,897,0,99,19,548.2
41120,3686541,433.0,460,0,47,9,585.2
41130,3687364,585.0,625,0,118,23,609.4
41140,3688197,315.0,339,0,33,6,619.0
41150,3689417,191.0,506,0,1505,300,631.4
41160,3690110,494.0,521,0,47,9,601.5
41170,3690616,491.0,518,0,47,9,591.4
41180,3691264,491.0,518,0,56,11,527.0
41190,3691755,490.0,518,0,61,12,490.3
41200,3692515,489.0,518,0,60,12,520.2
41210,3693163,996.0,1034,0,110,21,483.9
41220,3693685,293.0,317,0,30,6,497.5
41230,3694641,293.0,317,0,30,6,483.5
41240,3695332,191.0,506,0,1505,300,454.3
41250,3696413,191.0,506,0,1505,300,441.9
41260,3696965,668.0,702,0,91,18,441.9
41270,3698168,490.0,518,0,57,11,459.3
41280,3700218,995.0,1033,0,114,22,459.2
41290,3700936,191.0,506,0,1505,300,509.6
41300,3701529,191.0,506,0,1505,300,479.7
41310,3702126,567.0,596,0,63,12,449.9
41320,3703000,1192.0,1258,0,259,51,407.0
41330,3703419,847.0,1162,0,1505,300,496.9
41340,3704108,837.0,878,0,128,25,552.3
41350,3705522,1135.0,1450,0,1505,300,616.9
41360,3706265,494.0,520,0,51,10,711.3
41370,3706925,493.0,521,0,57,11,693.9
41380,3707582,165.0,186,0,20,4,694.2
41390,3708438,491.0,519,0,55,11,611.2
41400,3708932,491.0,518,0,50,10,641.2
41410,3711764,313.0,337,0,35,6,671.2
