epoch,i,reward,x_movement,success,iterations,time,mean
1190,120834,191.0,506,0,1505,300,195.5
1200,121514,290.0,316,0,42,8,186.0
1210,122368,273.0,297,0,30,6,200.4
1220,123118,259.0,285,0,46,9,213.5
1230,123532,270.0,294,0,38,7,222.7
1240,124039,255.0,282,0,52,10,250.6
1250,125504,290.0,313,0,34,6,248.8
1260,126649,563.0,597,0,87,17,251.7
1270,127725,277.0,301,0,31,6,280.7
1280,128299,163.0,185,0,21,4,281.6
1290,128707,164.0,186,0,21,4,283.1
1300,129954,791.0,832,0,126,25,280.4
1310,132470,167.0,189,0,21,4,330.5
1320,133017,275.0,300,0,38,7,319.9
1330,134235,-9.0,23,0,85,17,321.5
1340,136307,160.0,182,0,22,4,293.6
1350,136912,267.0,293,0,41,8,284.1
1360,137979,163.0,185,0,21,4,281.8
1370,138732,163.0,185,0,22,4,241.8
1380,139251,163.0,184,0,22,4,230.4
1390,139944,161.0,183,0,22,4,230.4
1400,140473,265.0,287,0,35,6,230.1
1410,141915,557.0,589,0,78,15,177.5
1420,142759,259.0,284,0,45,8,216.5
1430,143479,469.0,506,0,111,22,214.9
1440,144714,191.0,506,0,1505,300,262.7
1450,145508,142.0,164,0,30,5,265.8
1460,146053,191.0,506,0,1505,300,253.3
1470,146620,695.0,733,0,118,23,256.1
1480,147292,270.0,293,0,35,6,309.3
1490,147945,574.0,624,0,168,33,320.0
1500,148456,163.0,185,0,21,4,361.3
1510,149058,403.0,431,0,57,11,351.1
1520,151123,267.0,290,0,35,6,335.7
1530,151720,287.0,310,0,36,7,336.5
1540,152632,167.0,189,0,21,4,318.3
1550,153681,145.0,167,0,29,5,315.9
1560,154208,162.0,183,0,21,4,316.2
1570,154781,471.0,506,0,104,20,313.3
1580,157194,163.0,184,0,22,4,290.9
1590,158378,270.0,293,0,34,6,280.2
1600,159453,284.0,309,0,41,8,249.8
1610,160105,575.0,617,0,123,24,261.9
1620,161112,314.0,338,0,35,6,279.1
1630,161714,165.0,187,0,22,4,283.8
1640,162420,272.0,295,0,31,6,271.6
1650,163995,403.0,431,0,56,11,282.1
1660,165307,274.0,297,0,32,6,307.9
1670,165936,471.0,506,0,104,20,319.1
1680,166934,273.0,296,0,32,6,319.1
1690,167622,160.0,182,0,22,4,330.1
1700,168991,266.0,290,0,39,7,319.1
1710,169498,421.0,448,0,49,9,317.3
1720,170008,470.0,506,0,106,21,301.9
1730,171327,656.0,703,0,159,31,317.5
1740,171812,274.0,298,0,31,6,366.6
1750,172452,417.0,445,0,53,10,366.8
1760,174398,191.0,506,0,1505,300,368.2
1770,175481,272.0,296,0,36,7,359.9
1780,176062,544.0,576,0,76,15,340.0
1790,176857,276.0,300,0,33,6,367.1
1800,177973,164.0,186,0,21,4,378.7
1810,178386,168.0,190,0,21,4,368.5
1820,179114,274.0,297,0,31,6,343.2
1830,179858,1033.0,1078,0,136,27,323.6
1840,181109,165.0,187,0,21,4,361.3
1850,181692,159.0,181,0,22,4,350.4
1860,183613,166.0,188,0,21,4,324.6
1870,186492,163.0,184,0,21,4,322.1
1880,187746,265.0,288,0,34,6,311.2
1890,188163,161.0,183,0,22,4,283.3
1900,188783,164.0,186,0,22,4,271.8
1910,191857,166.0,187,0,21,4,271.8
1920,192247,156.0,178,0,25,4,271.6
1930,192849,169.0,189,0,20,3,259.8
1940,193473,164.0,186,0,22,4,173.4
1950,196934,275.0,299,0,32,6,173.3
1960,198342,191.0,506,0,1505,300,184.9
1970,198794,167.0,187,0,20,3,187.4
1980,199385,275.0,298,0,30,5,187.8
1990,200199,470.0,506,0,109,21,188.8
2000,201574,565.0,595,0,65,12,219.7
2010,202303,169.0,190,0,20,3,259.8
2020,203219,470.0,506,0,105,21,260.1
2030,203965,191.0,506,0,1505,300,291.5
2040,204664,1189.0,1258,0,272,54,293.7
2050,205961,191.0,506,0,1505,300,396.2
2060,207344,276.0,299,0,29,5,387.8
2070,208316,169.0,191,0,21,4,396.3
2080,208689,170.0,191,0,20,3,396.5
2090,209216,697.0,734,0,109,21,386.0
2100,211876,166.0,187,0,21,4,408.7
2110,214131,165.0,185,0,21,4,368.8
2120,215695,168.0,189,0,20,3,368.4
2130,216721,170.0,192,0,20,4,338.2
2140,217488,489.0,518,0,67,13,336.1
2150,218912,169.0,190,0,20,3,266.1
2160,219799,273.0,296,0,29,5,263.9
2170,220306,847.0,1162,0,1505,300,263.6
2180,220819,191.0,506,0,1505,300,331.4
2190,222366,470.0,506,0,109,21,333.5
2200,223211,276.0,298,0,32,6,310.8
2210,224634,269.0,292,0,35,6,321.8
2220,225713,170.0,191,0,20,3,332.2
2230,226807,273.0,295,0,29,5,332.4
2240,227277,426.0,452,0,49,9,342.7
2250,227891,191.0,506,0,1505,300,336.4
2260,228789,170.0,191,0,20,3,338.6
2270,229323,847.0,1162,0,1505,300,328.3
2280,230397,274.0,297,0,33,6,328.3
2290,231024,277.0,300,0,29,5,336.6
2300,231528,427.0,453,0,49,9,317.3
2310,233149,191.0,506,0,1505,300,332.4
2320,234755,847.0,1162,0,1505,300,324.6
2330,235316,276.0,299,0,29,5,392.3
2340,236100,272.0,297,0,37,7,392.6
2350,236711,470.0,506,0,108,21,377.2
2360,239001,275.0,300,0,36,7,405.1
2370,239963,165.0,186,0,21,4,415.6
2380,240593,293.0,317,0,30,6,347.4
2390,241266,491.0,519,0,56,11,349.3
2400,241902,276.0,299,0,29,5,370.7
2410,242575,276.0,299,0,29,5,355.6
2420,242945,276.0,299,0,29,5,364.1
2430,243564,471.0,506,0,102,20,307.0
2440,244388,191.0,506,0,1505,300,326.5
2450,246970,274.0,299,0,36,7,318.4
2460,247603,276.0,299,0,29,5,298.8
2470,248236,191.0,506,0,1505,300,298.9
2480,249777,470.0,506,0,108,21,301.5
2490,250098,274.0,297,0,31,6,319.2
2500,250621,276.0,299,0,29,5,297.5
2510,251049,276.0,299,0,29,5,297.5
2520,251693,559.0,590,0,73,14,297.5
2530,252374,165.0,186,0,21,4,325.8
2540,252892,494.0,520,0,53,10,295.2
2550,253733,423.0,448,0,49,9,325.5
2560,254164,272.0,295,0,30,6,340.4
2570,255279,424.0,451,0,50,10,340.0
2580,256009,264.0,289,0,35,7,363.3
2590,257209,277.0,299,0,29,5,342.7
2600,258073,420.0,447,0,50,9,343.0
2610,259042,494.0,520,0,51,10,357.4
2620,259437,426.0,453,0,48,9,379.2
2630,260931,432.0,459,0,47,9,365.9
2640,261610,423.0,450,0,48,9,392.6
2650,262151,276.0,301,0,38,7,385.5
2660,262774,276.0,299,0,29,5,370.8
2670,263943,165.0,186,0,21,4,371.2
2680,264601,272.0,296,0,30,6,345.3
2690,265279,191.0,506,0,1505,300,346.1
2700,266848,270.0,293,0,30,6,337.5
2710,267477,165.0,186,0,21,4,322.5
2720,270187,167.0,187,0,20,3,289.6
2730,271074,273.0,295,0,29,5,263.7
2740,271665,191.0,506,0,1505,300,247.8
2750,272888,493.0,519,0,54,10,224.6
2760,275226,311.0,335,0,33,6,246.3
2770,276005,164.0,186,0,22,4,249.8
2780,277504,191.0,506,0,1505,300,249.7
2790,278135,274.0,298,0,31,6,241.6
2800,279795,163.0,185,0,21,4,249.9
2810,280334,493.0,520,0,53,10,239.2
2820,280828,191.0,506,0,1505,300,272.0
2830,281876,143.0,165,0,29,5,274.4
2840,282508,471.0,506,0,105,20,261.4
2850,283249,558.0,589,0,71,14,289.4
2860,283769,145.0,167,0,28,5,295.9
2870,284373,191.0,506,0,1505,300,279.3
2880,285806,471.0,506,0,102,20,282.0
2890,286150,292.0,316,0,30,6,310.0
2900,286720,293.0,317,0,30,6,311.8
2910,287918,191.0,506,0,1505,300,324.8
2920,288497,191.0,506,0,1505,300,294.6
2930,290688,191.0,506,0,1505,300,294.6
2940,291721,191.0,506,0,1505,300,299.4
2950,292674,273.0,296,0,30,5,271.4
2960,293472,272.0,295,0,33,6,242.9
2970,295954,271.0,297,0,43,8,255.6
2980,297636,470.0,506,0,108,21,263.6
2990,298457,312.0,335,0,35,7,263.5
3000,298918,470.0,506,0,108,21,265.5
3010,300309,277.0,299,0,30,5,283.2
3020,300978,273.0,295,0,30,5,291.8
3030,301749,271.0,293,0,32,6,300.0
3040,302991,469.0,506,0,115,22,308.0
3050,303488,161.0,182,0,23,4,335.8
3060,304037,1136.0,1177,0,120,23,324.6
3070,304706,165.0,187,0,22,4,411.0
3080,305505,166.0,187,0,21,4,400.4
3090,305962,191.0,506,0,1505,300,370.0
3100,306616,272.0,299,0,46,9,357.9
3110,309157,170.0,191,0,20,3,338.1
3120,309967,278.0,301,0,29,5,327.4
3130,310513,164.0,186,0,22,4,327.9
3140,310916,274.0,297,0,29,5,317.2
3150,311489,662.0,702,0,126,25,297.7
3160,312055,297.0,322,0,42,8,347.8
3170,312536,150.0,173,0,27,5,263.9
3180,313636,277.0,300,0,30,5,262.4
3190,314296,487.0,518,0,77,15,273.5
3200,314987,423.0,449,0,49,9,303.1
3210,315686,271.0,296,0,36,7,318.2
3220,316100,278.0,301,0,29,5,328.3
3230,318119,553.0,583,0,72,14,328.3
3240,318708,277.0,301,0,34,6,367.2
3250,319964,170.0,191,0,20,3,367.5
3260,320426,276.0,299,0,29,5,318.3
3270,321481,559.0,590,0,69,13,316.2
3280,322194,191.0,506,0,1505,300,357.1
3290,323658,135.0,159,0,33,6,348.5
3300,324162,378.0,408,0,65,12,313.3
3310,324617,271.0,294,0,33,6,308.8
3320,325160,166.0,187,0,20,3,308.8
3330,325799,165.0,187,0,21,4,297.6
3340,327201,432.0,459,0,46,9,258.8
3350,327760,492.0,520,0,58,11,274.3
3360,328262,274.0,297,0,29,5,306.5
3370,330142,276.0,299,0,30,5,306.3
3380,330687,274.0,297,0,29,5,278.0
3390,331981,1135.0,1450,0,1505,300,286.3
3400,332594,422.0,450,0,51,10,386.3
3410,333627,272.0,295,0,30,5,390.7
3420,334240,150.0,172,0,26,5,390.8
3430,334860,275.0,299,0,31,6,389.2
3440,335413,856.0,895,0,106,21,400.2
3450,337033,493.0,521,0,51,10,442.6
3460,337719,270.0,297,0,48,9,442.7
3470,338488,366.0,402,0,93,18,442.3
3480,339197,1115.0,1174,0,214,42,451.3
3490,340249,491.0,522,0,65,13,535.4
3500,341332,268.0,291,0,31,6,471.0
3510,341945,166.0,187,0,20,3,455.6
3520,342953,191.0,506,0,1505,300,445.0
3530,343599,292.0,316,0,30,6,449.1
3540,344091,411.0,439,0,53,10,450.8
3550,344691,163.0,185,0,21,4,406.3
3560,345169,169.0,191,0,21,4,373.3
3570,345792,491.0,519,0,54,10,363.2
3580,346662,271.0,295,0,37,7,375.7
3590,347183,421.0,447,0,49,9,291.3
3600,347723,424.0,451,0,49,9,284.3
3610,349468,271.0,295,0,31,6,299.9
3620,350160,493.0,520,0,50,9,310.4
3630,350645,275.0,300,0,37,7,340.6
3640,352867,271.0,295,0,31,6,338.9
3650,353735,266.0,289,0,31,6,324.9
3660,354626,664.0,707,0,132,26,335.2
3670,355303,492.0,520,0,51,10,384.7
3680,356422,191.0,506,0,1505,300,384.8
3690,357333,267.0,290,0,33,6,376.8
3700,358299,191.0,506,0,1505,300,361.4
3710,358958,308.0,335,0,49,9,338.1
3720,359602,273.0,296,0,30,6,341.8
3730,361038,555.0,586,0,74,14,319.8
3740,361761,705.0,737,0,85,16,347.8
3750,362285,266.0,290,0,35,7,391.2
3760,362809,191.0,506,0,1505,300,391.2
3770,363958,154.0,176,0,25,4,343.9
3780,365663,158.0,179,0,24,4,310.1
3790,366700,275.0,299,0,30,6,306.8
3800,367861,271.0,295,0,32,6,307.6
3810,368448,191.0,506,0,1505,300,315.6
3820,369353,151.0,173,0,27,5,303.9
3830,370008,266.0,291,0,36,7,291.7
3840,371042,191.0,506,0,1505,300,262.8
3850,371847,191.0,506,0,1505,300,211.4
3860,372765,507.0,535,0,52,10,203.9
3870,373566,191.0,506,0,1505,300,235.5
3880,374326,494.0,523,0,56,11,239.2
3890,375053,191.0,506,0,1505,300,272.8
3900,375609,272.0,296,0,32,6,264.4
3910,376525,191.0,506,0,1505,300,264.5
3920,378256,297.0,321,0,32,6,264.5
3930,378934,270.0,293,0,31,6,279.1
3940,379412,493.0,521,0,58,11,279.5
3950,380045,170.0,192,0,20,4,309.7
3960,380662,151.0,174,0,27,5,307.6
3970,382366,991.0,1032,0,122,24,272.0
3980,384582,292.0,316,0,31,6,352.0
3990,385440,294.0,318,0,32,6,331.8
4000,386204,292.0,316,0,30,6,342.1
4010,386734,268.0,291,0,32,6,344.1
4020,387559,191.0,506,0,1505,300,351.8
4030,388080,191.0,506,0,1505,300,341.2
4040,388759,191.0,506,0,1505,300,333.3
4050,389283,170.0,191,0,20,3,303.1
4060,389710,191.0,506,0,1505,300,303.1
4070,390745,494.0,520,0,48,9,307.1
4080,391231,191.0,506,0,1505,300,257.4
4090,391780,273.0,296,0,30,5,247.3
4100,392575,191.0,506,0,1505,300,245.2
4110,393134,983.0,1034,0,170,34,235.1
4120,395031,191.0,506,0,1505,300,306.6
4130,395597,191.0,506,0,1505,300,306.6
4140,396183,293.0,317,0,32,6,306.6
4150,396888,157.0,179,0,25,4,316.8
4160,397640,166.0,187,0,21,4,315.5
4170,398217,471.0,506,0,104,20,313.0
4180,398917,191.0,506,0,1505,300,310.7
4190,400336,790.0,831,0,127,25,310.7
4200,400885,542.0,580,0,107,21,362.4
4210,403008,191.0,506,0,1505,300,397.5
4220,403885,191.0,506,0,1505,300,318.3
4230,405186,191.0,506,0,1505,300,318.3
4240,406182,191.0,506,0,1505,300,318.3
4250,406846,191.0,506,0,1505,300,308.1
4260,407272,191.0,506,0,1505,300,311.5
4270,407983,983.0,1039,0,191,38,314.0
4280,408512,191.0,506,0,1505,300,365.2
4290,409215,191.0,506,0,1505,300,365.2
4300,410347,1411.0,1464,0,190,37,305.3
4310,410835,191.0,506,0,1505,300,392.2
4320,411272,166.0,187,0,21,4,392.2
4330,411871,1708.0,1786,0,318,63,389.7
4340,415415,191.0,506,0,1505,300,541.4
4350,416124,191.0,506,0,1505,300,541.4
4360,417588,191.0,506,0,1505,300,541.4
4370,418500,166.0,187,0,21,4,541.4
4380,419123,147.0,168,0,28,5,459.7
4390,420492,167.0,187,0,20,3,455.3
4400,421580,560.0,601,0,117,23,452.9
4410,423250,267.0,291,0,32,6,367.8
4420,423817,191.0,506,0,1505,300,375.4
4430,424468,1202.0,1258,0,207,41,377.9
4440,424889,302.0,329,0,49,9,327.3
4450,425703,170.0,191,0,20,3,338.4
4460,426595,168.0,190,0,21,4,336.3
4470,427215,167.0,187,0,20,3,334.0
4480,427875,191.0,506,0,1505,300,334.1
4490,428597,191.0,506,0,1505,300,338.5
4500,429744,191.0,506,0,1505,300,340.9
4510,430774,166.0,187,0,21,4,304.0
4520,431266,96.0,122,0,46,9,293.9
4530,432297,560.0,591,0,69,13,284.4
4540,433675,163.0,185,0,23,4,220.2
4550,436824,170.0,191,0,20,3,206.3
4560,437345,168.0,190,0,21,4,206.3
4570,437906,261.0,285,0,37,7,206.3
4580,439867,310.0,335,0,36,7,215.7
4590,440568,146.0,169,0,27,5,227.6
4600,441333,491.0,518,0,57,11,223.1
4610,441777,167.0,187,0,20,3,253.1
4620,444023,1127.0,1176,0,162,32,253.2
4630,444877,167.0,187,0,20,3,356.3
4640,445448,412.0,439,0,47,9,317.0
4650,446462,297.0,320,0,32,6,341.9
4660,447742,273.0,296,0,30,5,354.6
4670,448376,276.0,300,0,33,6,365.1
4680,448993,191.0,506,0,1505,300,366.6
4690,450046,277.0,301,0,32,6,354.7
4700,451695,168.0,190,0,21,4,367.8
4710,452650,191.0,506,0,1505,300,335.5
4720,453720,496.0,523,0,48,9,337.9
4730,454293,276.0,299,0,29,5,274.8
4740,455231,166.0,188,0,21,4,285.7
4750,455832,191.0,506,0,1505,300,261.1
4760,456560,167.0,187,0,20,3,250.5
4770,457397,1129.0,1176,0,159,31,239.9
4780,458150,167.0,187,0,20,3,325.2
4790,459356,166.0,187,0,20,3,322.8
4800,459833,191.0,506,0,1505,300,311.7
4810,460412,191.0,506,0,1505,300,314.0
4820,461504,191.0,506,0,1505,300,314.0
4830,461947,298.0,322,0,32,6,283.5
4840,463064,191.0,506,0,1505,300,285.7
4850,463564,167.0,187,0,20,3,288.2
4860,464024,191.0,506,0,1505,300,285.8
4870,464728,170.0,191,0,20,3,288.2
4880,466751,162.0,184,0,23,4,192.3
4890,467435,272.0,294,0,29,5,191.8
4900,467960,429.0,456,0,47,9,202.4
4910,468808,162.0,184,0,22,4,226.2
4920,469735,191.0,506,0,1505,300,223.3
4930,470614,491.0,519,0,64,12,223.3
4940,472647,162.0,184,0,22,4,242.6
4950,473190,191.0,506,0,1505,300,239.7
4960,473891,470.0,506,0,105,21,242.1
4970,474600,276.0,299,0,32,6,270.0
4980,476608,854.0,897,0,127,25,280.6
4990,477399,1030.0,1076,0,144,28,349.8
5000,477954,167.0,187,0,20,3,425.6
5010,478995,274.0,297,0,31,6,399.4
5020,479616,492.0,521,0,62,12,410.6
5030,480492,161.0,183,0,22,4,440.7
5040,480985,151.0,174,0,26,5,407.7
5050,481453,405.0,431,0,50,9,406.6
5060,482705,151.0,174,0,26,5,428.0
5070,484027,167.0,187,0,20,3,396.1
5080,484847,421.0,449,0,51,10,385.2
5090,485385,838.0,878,0,124,24,341.9
5100,488742,191.0,506,0,1505,300,322.7
5110,489863,158.0,179,0,23,4,325.1
5120,490489,270.0,294,0,35,7,313.5
5130,491363,863.0,901,0,102,20,291.3
5140,492535,170.0,191,0,20,3,361.5
5150,493294,191.0,506,0,1505,300,363.4
5160,493849,273.0,297,0,37,7,342.0
5170,495681,191.0,506,0,1505,300,354.2
5180,496773,191.0,506,0,1505,300,356.6
5190,498363,191.0,506,0,1505,300,333.6
5200,498897,191.0,506,0,1505,300,268.9
5210,500247,191.0,506,0,1505,300,268.9
5220,500777,424.0,451,0,49,9,272.2
5230,501182,272.0,295,0,35,7,287.6
5240,502479,156.0,178,0,23,4,228.5
5250,503098,294.0,319,0,36,7,227.1
5260,503613,191.0,506,0,1505,300,237.4
5270,504535,164.0,186,0,23,4,229.2
5280,504982,471.0,506,0,103,20,226.5
5290,505402,271.0,295,0,36,7,254.5
5300,506012,857.0,900,0,126,25,262.5
5310,508806,1135.0,1450,0,1505,300,329.1
5320,510197,163.0,185,0,23,4,423.5
5330,510672,170.0,191,0,20,3,397.4
5340,511217,191.0,506,0,1505,300,387.2
5350,512521,274.0,296,0,30,5,390.7
5360,512981,160.0,182,0,24,4,388.7
5370,513703,170.0,191,0,20,3,385.6
5380,514453,170.0,191,0,20,3,386.2
5390,515655,170.0,191,0,20,3,356.1
5400,516290,411.0,438,0,54,10,346.0
5410,516852,170.0,191,0,20,3,301.4
5420,518380,271.0,294,0,29,5,204.9
5430,519078,191.0,506,0,1505,300,215.7
5440,519636,170.0,191,0,20,3,217.8
5450,521552,165.0,187,0,21,4,215.7
5460,522208,858.0,897,0,108,21,204.8
5470,522716,851.0,896,0,145,28,274.6
5480,523951,491.0,519,0,59,11,342.7
5490,524589,168.0,190,0,21,4,374.8
5500,526000,170.0,191,0,20,3,374.6
5510,527903,274.0,297,0,29,5,350.5
5520,530507,468.0,506,0,120,23,360.9
5530,531053,170.0,191,0,20,3,380.6
5540,531657,165.0,187,0,21,4,378.5
5550,532347,1126.0,1174,0,153,30,378.0
5560,532868,746.0,786,0,122,24,474.1
5570,535176,166.0,188,0,21,4,462.9
5580,535765,271.0,294,0,31,6,394.4
5590,536242,166.0,187,0,20,3,372.4
5600,537411,559.0,590,0,72,14,372.2
5610,538406,191.0,506,0,1505,300,411.1
5620,540216,165.0,187,0,22,4,402.8
5630,540775,191.0,506,0,1505,300,372.5
5640,541445,163.0,185,0,21,4,374.6
5650,542007,273.0,297,0,36,7,374.4
5660,542715,166.0,187,0,21,4,289.1
5670,543595,191.0,506,0,1505,300,231.1
5680,544039,428.0,453,0,48,9,233.6
5690,544867,993.0,1034,0,117,23,249.3
5700,545634,493.0,520,0,48,9,332.0
5710,546686,169.0,190,0,20,3,325.4
5720,547866,165.0,187,0,22,4,323.2
5730,548694,495.0,524,0,55,11,323.2
5740,549849,856.0,897,0,126,25,353.6
5750,550416,283.0,308,0,35,7,422.9
5760,551125,275.0,299,0,35,6,423.9
5770,552103,847.0,1162,0,1505,300,434.8
5780,552829,293.0,317,0,31,6,500.4
5790,554614,498.0,525,0,49,9,486.9
5800,555525,403.0,431,0,57,11,437.4
5810,555928,191.0,506,0,1505,300,428.4
5820,557418,470.0,506,0,106,21,430.6
5830,557923,856.0,897,0,115,23,461.1
5840,560788,270.0,293,0,32,6,497.2
5850,561713,191.0,506,0,1505,300,438.6
5860,563019,405.0,432,0,55,11,429.4
5870,563626,471.0,506,0,103,20,442.4
5880,563993,423.0,450,0,51,10,404.8
5890,564852,1132.0,1174,0,123,24,417.8
5900,565532,1134.0,1176,0,127,25,481.2
5910,566669,493.0,521,0,52,10,554.3
5920,567142,966.0,1024,0,207,41,584.5
5930,567684,191.0,506,0,1505,300,634.1
5940,568611,191.0,506,0,1505,300,567.6
5950,570179,165.0,187,0,21,4,559.7
5960,570743,170.0,191,0,20,3,557.1
5970,572189,494.0,521,0,54,10,533.6
5980,572673,273.0,297,0,33,6,535.9
5990,573690,492.0,520,0,62,12,520.9
6000,574494,493.0,521,0,53,10,456.9
6010,575790,313.0,338,0,38,7,392.8
6020,576308,191.0,506,0,1505,300,374.8
6030,577599,493.0,521,0,51,10,297.3
6040,578599,163.0,184,0,22,4,327.5
6050,579166,191.0,506,0,1505,300,324.7
6060,580118,992.0,1038,0,145,28,327.3
6070,580881,470.0,506,0,110,21,409.5
6080,581338,471.0,506,0,103,20,407.1
6090,582608,170.0,191,0,20,3,426.9
6100,583179,167.0,187,0,20,3,394.7
6110,583587,493.0,520,0,57,11,362.1
6120,584632,747.0,781,0,93,18,380.1
6130,585426,315.0,339,0,33,6,435.7
6140,585871,191.0,506,0,1505,300,417.9
6150,586625,313.0,337,0,33,6,420.7
6160,587554,492.0,519,0,58,11,432.9
6170,588234,424.0,450,0,50,9,382.9
6180,589292,165.0,187,0,22,4,378.3
6190,589980,168.0,189,0,21,4,347.7
6200,590700,471.0,506,0,103,20,347.5
6210,591920,170.0,191,0,20,3,377.9
6220,592564,1132.0,1175,0,132,26,345.6
6230,593909,170.0,191,0,20,3,384.1
6240,594344,1130.0,1175,0,136,27,369.6
6250,594771,191.0,506,0,1505,300,463.5
6260,595359,271.0,294,0,31,6,451.3
6270,596687,155.0,177,0,25,4,429.2
6280,598230,295.0,319,0,32,6,402.3
6290,598772,191.0,506,0,1505,300,415.3
6300,599962,162.0,184,0,22,4,417.6
6310,601536,293.0,317,0,31,6,386.7
